t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
0.020000395,-0.000560248,-0.000560248,-0.45594877,-0.45594877,-3.52E-06,-4.07E-06,0.9105546,2.9137747,0.159516924
0.020000408,-0.000557808,-0.000557808,-0.4558881,-0.4558881,-2.37E-06,-2.38E-06,0.9105545,2.9137745,0.159516978
0.020000435,-0.000558218,-0.000558218,-0.45575908,-0.45575908,-2.95E-06,-2.96E-06,0.91055447,2.9137743,0.159517085
0.020000489,-0.000558317,-0.000558317,-0.45545924,-0.45545924,-4.18E-06,-4.19E-06,0.91055423,2.9137735,0.1595173
0.020000597,-0.000559387,-0.000559387,-0.45470956,-0.45470956,-6.88E-06,-6.89E-06,0.9105533,2.9137704,0.159517691
0.020000784,-0.000563665,-0.000563665,-0.4529107,-0.4529107,-1.30E-05,-1.30E-05,0.9105499,2.9137595,0.15951814
0.020000935,-0.000565404,-0.000565404,-0.45094383,-0.45094383,-1.87E-05,-1.87E-05,0.910545,2.9137437,0.159518556
0.020001098,-0.000562602,-0.000562602,-0.44800577,-0.44800577,-2.48E-05,-2.48E-05,0.91053677,2.9137175,0.159518988
0.02000126,-0.000553045,-0.000553045,-0.44245014,-0.44245014,-3.03E-05,-3.04E-05,0.9105227,2.9136727,0.159519453
0.020001449,-0.000535981,-0.000535981,-0.42830297,-0.42830297,-3.50E-05,-3.51E-05,0.91049,2.913568,0.159519954
0.020001638,-0.000517071,-0.000517071,-0.39300436,-0.39300436,-3.67E-05,-3.70E-05,0.9104146,2.9133267,0.159520394
0.02000178,-0.000513969,-0.000513969,-0.31143472,-0.31143472,-3.45E-05,-3.54E-05,0.910272,2.9128702,0.159520775
0.020001926,-0.000515449,-0.000515449,-0.13234867,-0.13234867,-3.09E-05,-3.26E-05,0.90994793,2.9118338,0.159521057
0.020001993,-0.000505398,-0.000505398,-0.032978956,-0.032978956,-3.09E-05,-3.23E-05,0.9097287,2.911132,0.159521187
0.020002023,-0.000478606,-0.000478606,-0.009047542,-0.009047542,-3.44E-05,-3.46E-05,0.909632,2.9108226,0.159521243
0.020002035,-0.000468385,-0.000468385,-0.00884358,-0.00884358,-3.56E-05,-3.54E-05,0.90959805,2.9107134,0.159521268
0.020002043,-0.00047471,-0.00047471,-0.009026396,-0.009026396,-3.44E-05,-3.45E-05,0.9095779,2.910649,0.15952129
0.020002052,-0.000468353,-0.000468353,-0.008948832,-0.008948832,-3.52E-05,-3.50E-05,0.9095517,2.9105654,0.159521319
0.020002064,-0.00047193,-0.00047193,-0.009056547,-0.009056547,-3.43E-05,-3.44E-05,0.9095174,2.910456,0.159521353
0.020002078,-0.000466601,-0.000466601,-0.009038047,-0.009038047,-3.49E-05,-3.47E-05,0.90948075,2.9103386,0.159521398
0.020002099,-0.000468727,-0.000468727,-0.009142021,-0.009142021,-3.40E-05,-3.40E-05,0.9094216,2.9101489,0.159521463
0.020002126,-0.00046293,-0.00046293,-0.009182808,-0.009182808,-3.43E-05,-3.41E-05,0.9093449,2.9099038,0.159521555
0.020002168,-0.000463761,-0.000463761,-0.009338401,-0.009338401,-3.32E-05,-3.32E-05,0.90922785,2.9095292,0.159521697
0.020002234,-0.000457141,-0.000457141,-0.009500476,-0.009500476,-3.30E-05,-3.29E-05,0.90904665,2.9089491,0.159521913
0.020002332,-0.000458749,-0.000458749,-0.009833357,-0.009833357,-3.13E-05,-3.14E-05,0.9087734,2.9080746,0.159522255
0.020002493,-0.000457263,-0.000457263,-0.010327364,-0.010327364,-3.02E-05,-3.01E-05,0.908327,2.9066465,0.159522774
0.020002725,-0.000466623,-0.000466623,-0.011163848,-0.011163848,-2.74E-05,-2.74E-05,0.90768373,2.904588,0.159523413
0.020002977,-0.000468099,-0.000468099,-0.012083239,-0.012083239,-2.59E-05,-2.57E-05,0.9069875,2.9023597,0.159524187
0.020003313,-0.000473793,-0.000473793,-0.013490988,-0.013490988,-2.29E-05,-2.30E-05,0.90606314,2.899402,0.159525116
0.020003685,-0.0004676,-0.0004676,-0.015163234,-0.015163234,-2.13E-05,-2.12E-05,0.9050454,2.8961449,0.159526051
0.020004026,-0.000465636,-0.000465636,-0.01692147,-0.01692147,-1.90E-05,-1.91E-05,0.90411484,2.8931675,0.15952693
0.020004357,-0.000456858,-0.000456858,-0.018741146,-0.018741146,-1.82E-05,-1.81E-05,0.90321904,2.890301,0.15952779
0.020004685,-0.000454965,-0.000454965,-0.020769265,-0.020769265,-1.64E-05,-1.65E-05,0.90233517,2.8874724,0.159528663
0.020005027,-0.000446224,-0.000446224,-0.023029866,-0.023029866,-1.61E-05,-1.60E-05,0.90141845,2.8845394,0.159529562
0.020005376,-0.000444219,-0.000444219,-0.025586,-0.025586,-1.51E-05,-1.52E-05,0.9004899,2.8815675,0.159530227
0.02000554,-0.000438314,-0.000438314,-0.026801236,-0.026801236,-1.58E-05,-1.57E-05,0.90005696,2.8801823,0.15953056
0.020005633,-0.000439719,-0.000439719,-0.027448943,-0.027448943,-1.59E-05,-1.60E-05,0.8998102,2.8793924,0.159530745
0.020005683,-0.000430393,-0.000430393,-0.027027706,-0.027027706,-2.28E-05,-2.27E-05,0.89967924,2.8789735,0.159530843
0.020005709,-0.000292316,-0.000292316,-0.011544397,-0.011544397,-0.000196761,-0.000198161,0.8995995,2.8787181,0.159530895
0.020005723,-0.000238636,-0.000238636,-0.006499978,-0.006499978,-0.000200467,-0.000199816,0.8995564,2.8785806,0.159530932
0.020005737,-0.000247005,-0.000247005,-0.005488,-0.005488,-0.000223718,-0.000224523,0.8995173,2.8784554,0.15953096
0.020005745,-0.000237997,-0.000237997,-0.004793965,-0.004793965,-0.000201546,-0.000200917,0.89949507,2.8783839,0.15953098
0.020005752,-0.000243877,-0.000243877,-0.004307384,-0.004307384,-0.00022388,-0.000224647,0.8994741,2.8783169,0.159531004
0.020005764,-0.000234994,-0.000234994,-0.003581217,-0.003581217,-0.000204615,-0.000203975,0.8994421,2.8782146,0.159531034
0.020005775,-0.000241114,-0.000241114,-0.003046679,-0.003046679,-0.000224174,-0.00022491,0.8994104,2.8781133,0.159531068
0.02000579,-0.000231975,-0.000231975,-0.002377037,-0.002377037,-0.000207061,-0.00020641,0.8993678,2.8779771,0.159531112
0.020005809,-0.000238186,-0.000238186,-0.001799614,-0.001799614,-0.000224652,-0.000225358,0.89931357,2.8778033,0.159531172
0.020005836,-0.000228941,-0.000228941,-0.001148979,-0.001148979,-0.000208532,-0.000207866,0.89923817,2.8775625,0.159531253
0.020005872,-0.000243164,-0.000243164,-0.00077492,-0.00077492,-0.000216663,-0.000217341,0.8991369,2.877238,0.159531361
0.02000592,-0.00026982,-0.00026982,-0.000626001,-0.000626001,-0.000165315,-0.000164631,0.8990026,2.8768082,0.159531489
0.020005971,-0.000320519,-0.000320519,-0.000582012,-0.000582012,-0.000137753,-0.000138427,0.8988586,2.8763475,0.159531623
0.020006023,-0.000329253,-0.000329253,-0.000478788,-0.000478788,-0.000105511,-0.00010483,0.8987133,2.8758829,0.15953177
0.020006085,-0.000363621,-0.000363621,-0.000473034,-0.000473034,-9.39E-05,-9.46E-05,0.8985395,2.8753262,0.159531965
0.020006174,-0.000365525,-0.000365525,-0.000386591,-0.000386591,-6.90E-05,-6.83E-05,0.8982884,2.8745232,0.159532237
0.020006296,-0.000393626,-0.000393626,-0.000393386,-0.000393386,-6.35E-05,-6.42E-05,0.8979481,2.8734336,0.159532614
0.020006466,-0.000387203,-0.000387203,-0.000325095,-0.000325095,-4.75E-05,-4.68E-05,0.89747006,2.8719041,0.159533085
0.020006661,-0.000406793,-0.000406793,-0.000349366,-0.000349366,-5.14E-05,-5.20E-05,0.89692277,2.870153,0.159533609
0.020006873,-0.000393164,-0.000393164,-0.000297244,-0.000297244,-4.41E-05,-4.35E-05,0.89632994,2.8682559,0.159534164
0.020007093,-0.000408357,-0.000408357,-0.00033077,-0.00033077,-5.37E-05,-5.44E-05,0.8957146,2.8662865,0.159534746
0.020007327,-0.00039218,-0.00039218,-0.000284415,-0.000284415,-5.05E-05,-4.99E-05,0.89505935,2.8641899,0.159535344
0.020007559,-0.000405752,-0.000405752,-0.000321239,-0.000321239,-6.26E-05,-6.33E-05,0.8944105,2.8621135,0.159536024
0.020007858,-0.000388127,-0.000388127,-0.000276958,-0.000276958,-6.26E-05,-6.19E-05,0.8935749,2.8594394,0.159536841
0.020008199,-0.000400038,-0.000400038,-0.000314642,-0.000314642,-7.82E-05,-7.89E-05,0.892626,2.8564034,0.159537842
0.020008644,-0.000380602,-0.000380602,-0.00027185,-0.00027185,-8.23E-05,-8.16E-05,0.8913848,2.8524313,0.159538607
0.0200088,-0.00014069,-0.00014069,-0.7611776,-0.7611776,0.00015701,0.000156337,0.89094925,2.8510375,0.159538936
0.020008902,5.52E-05,5.52E-05,-1.8849372,-1.8849372,0.000322898,0.00032357,0.89066374,2.8501241,0.159539191
0.020009002,5.88E-06,5.88E-06,-2.8752632,-2.8752632,0.000269466,0.000268801,0.89038754,2.84924,0.159539439
0.020009098,7.77E-05,7.77E-05,-3.8397615,-3.8397615,0.000314559,0.000315226,0.8901186,2.8483796,0.159539672
0.020009185,-8.81E-06,-8.81E-06,-4.756559,-4.756559,0.000228223,0.000227564,0.8898763,2.847604,0.159539914
0.020009289,6.23E-05,6.23E-05,-5.8940187,-5.8940187,0.000273994,0.000274655,0.88958615,2.8466759,0.159540298
0.020009488,-2.90E-05,-2.90E-05,-8.124101,-8.124101,0.000171497,0.000170841,0.88903177,2.8449013,0.159540798
0.020009684,3.89E-05,3.89E-05,-10.311689,-10.311689,0.000207217,0.000207875,0.888487,2.8431582,0.1595414
0.020009965,-5.20E-05,-5.20E-05,-13.331111,-13.331111,0.000102387,0.000101734,0.887706,2.8406591,0.159542093
0.020010234,1.59E-05,1.59E-05,-15.998963,-15.998963,0.000137154,0.00013781,0.8869619,2.838278,0.15954288
0.02001059,-7.38E-05,-7.38E-05,-19.16762,-19.16762,3.49E-05,3.42E-05,0.88597256,2.8351123,0.159543766
0.020010939,-5.96E-06,-5.96E-06,-21.814686,-21.814686,7.15E-05,7.22E-05,0.88500667,2.8320215,0.159544738
0.020011366,-9.27E-05,-9.27E-05,-24.428434,-24.428434,-2.29E-05,-2.35E-05,0.8838265,2.828245,0.159545807
0.020011795,-1.70E-05,-1.70E-05,-26.262447,-26.262447,2.53E-05,2.60E-05,0.8826427,2.8244567,0.159546993
0.020012318,-9.40E-05,-9.40E-05,-27.306961,-27.306961,-5.57E-05,-5.63E-05,0.8812011,2.8198433,0.159548088
0.020012676,-2.34E-05,-2.34E-05,-27.390255,-27.390255,-4.81E-06,-4.16E-06,0.88021535,2.816689,0.159548885
0.020012961,-0.000107085,-0.000107085,-27.224218,-27.224218,-8.18E-05,-8.24E-05,0.8794312,2.8141794,0.159549489
0.020013164,-6.15E-05,-6.15E-05,-26.890879,-26.890879,-4.90E-05,-4.84E-05,0.87887377,2.812396,0.15954995
0.020013334,-0.00021804,-0.00021804,-26.227446,-26.227446,-0.000190904,-0.000191549,0.8784082,2.810906,0.159550293
0.020013442,-8.17E-05,-8.17E-05,-25.8161,-25.8161,-6.66E-05,-6.60E-05,0.8781103,2.8099527,0.159550532
0.020013527,-0.000224231,-0.000224231,-25.49897,-25.49897,-0.000195658,-0.000196293,0.87787735,2.8092074,0.159550757
0.020013624,-8.66E-05,-8.66E-05,-25.143862,-25.143862,-6.98E-05,-6.92E-05,0.87761027,2.8083527,0.15955105
0.020013765,-0.000228396,-0.000228396,-24.635191,-24.635191,-0.00019786,-0.000198488,0.8772237,2.8071156,0.159551452
0.020013951,-9.15E-05,-9.15E-05,-23.973562,-23.973562,-7.17E-05,-7.11E-05,0.87671566,2.80549,0.159551995
0.020014207,-0.000233593,-0.000233593,-23.077208,-23.077208,-0.000199036,-0.00019966,0.8760156,2.8032496,0.159552629
0.020014467,-9.70E-05,-9.70E-05,-22.186537,-22.186537,-7.23E-05,-7.17E-05,0.875302,2.8009663,0.159553318
0.020014768,-0.000239103,-0.000239103,-21.198685,-21.198685,-0.000199032,-0.000199652,0.87447935,2.7983341,0.159554065
0.020015078,-0.000102722,-0.000102722,-20.214945,-20.214945,-7.18E-05,-7.12E-05,0.8736324,2.7956233,0.159554897
0.02001545,-0.000245126,-0.000245126,-19.085482,-19.085482,-0.00019811,-0.000198728,0.8726199,2.7923837,0.159555817
0.020015833,-0.00010914,-0.00010914,-17.959574,-17.959574,-7.04E-05,-6.98E-05,0.8715758,2.7890427,0.159556796
0.020016255,-0.000251654,-0.000251654,-16.768927,-16.768927,-0.000196488,-0.000197104,0.87042594,2.785363,0.159557813
0.020016672,-0.000115659,-0.000115659,-15.637656,-15.637656,-6.86E-05,-6.80E-05,0.86929476,2.781743,0.159559063
0.020017289,-0.000259154,-0.000259154,-14.043812,-14.043812,-0.000194061,-0.000194675,0.86761945,2.7763824,0.159560627
0.020017971,-0.000124435,-0.000124435,-12.389083,-12.389083,-6.54E-05,-6.48E-05,0.86577386,2.7704763,0.159562145
0.020018555,-0.000266959,-0.000266959,-11.063751,-11.063751,-0.000190828,-0.000191441,0.86419547,2.7654257,0.159563578
0.02001917,-0.00013113,-0.00013113,-9.752925,-9.752925,-6.22E-05,-6.16E-05,0.8625365,2.7601168,0.159564975
0.020019728,-0.000272884,-0.000272884,-8.6429205,-8.6429205,-0.000187667,-0.000188279,0.8610326,2.7553043,0.159566283
0.020020272,-0.000136178,-0.000136178,-7.6296835,-7.6296835,-5.92E-05,-5.86E-05,0.85957146,2.750629,0.159567539
0.020020791,-0.000277265,-0.000277265,-6.7287183,-6.7287183,-0.000184687,-0.000185297,0.8581789,2.7461724,0.159568745
0.020021296,-0.000140054,-0.000140054,-5.9090114,-5.9090114,-5.63E-05,-5.56E-05,0.8568273,2.7418475,0.159569916
0.020021788,-0.000280703,-0.000280703,-5.1662216,-5.1662216,-0.000181791,-0.0001824,0.8555097,2.7376313,0.159571071
0.020022282,-0.000143297,-0.000143297,-4.4732614,-4.4732614,-5.34E-05,-5.27E-05,0.85419095,2.7334108,0.159572242
0.020022791,-0.00028387,-0.00028387,-3.8170698,-3.8170698,-0.000178794,-0.0001794,0.85283417,2.7290692,0.159573487
0.020023352,-0.000146729,-0.000146729,-3.1559186,-3.1559186,-5.01E-05,-4.95E-05,0.8513403,2.7242892,0.159574947
0.02002405,-0.000287811,-0.000287811,-2.4280224,-2.4280224,-0.000174869,-0.000175474,0.8494852,2.7183528,0.159577107
0.020025222,-0.000152048,-0.000152048,-1.429553,-1.429553,-4.40E-05,-4.34E-05,0.8463802,2.7084165,0.159579908
0.020026494,-0.000293501,-0.000293501,-0.65500706,-0.65500706,-0.000166122,-0.000166726,0.84302384,2.6976762,0.159582894
0.020027849,-0.000156748,-0.000156748,-0.16484469,-0.16484469,-3.34E-05,-3.28E-05,0.8394642,2.6862855,0.159585292
0.020028621,-0.000296468,-0.000296468,-0.0323248,-0.0323248,-0.000156735,-0.000157338,0.8374423,2.679815,0.159586642
0.020029052,-0.000158121,-0.000158121,-0.003208133,-0.003208133,-2.78E-05,-2.72E-05,0.83631533,2.6762094,0.159587464
0.020029355,-0.000297096,-0.000297096,0.000238824,0.000238824,-0.000153291,-0.000153891,0.8355218,2.6736698,0.159588099
0.02002962,-0.000158545,-0.000158545,-0.000141808,-0.000141808,-2.51E-05,-2.45E-05,0.83483136,2.6714602,0.159588698
0.020029892,-0.000297249,-0.000297249,0.000237094,0.000237094,-0.000150591,-0.000151188,0.8341218,2.66919,0.159589291
0.020030153,-0.000158748,-0.000158748,-0.000141456,-0.000141456,-2.24E-05,-2.18E-05,0.8334419,2.6670144,0.159589881
0.020030423,-0.000297153,-0.000297153,0.000235352,0.000235352,-0.000147642,-0.000148235,0.8327398,2.6647673,0.15959049
0.020030702,-0.000158563,-0.000158563,-0.00014117,-0.00014117,-1.91E-05,-1.85E-05,0.83201516,2.6624484,0.159591129
0.020031001,-0.000296459,-0.000296459,0.000233623,0.000233623,-0.000143479,-0.000144069,0.8312388,2.6599643,0.159591838
0.020031343,-0.000157482,-0.000157482,-0.000141166,-0.000141166,-1.38E-05,-1.33E-05,0.83035105,2.6571233,0.159592381
0.020031493,-0.000295306,-0.000295306,0.000231644,0.000231644,-0.000139087,-0.000139672,0.82996124,2.6558757,0.159592652
0.020031589,-0.000157318,-0.000157318,-0.00013917,-0.00013917,-1.24E-05,-1.19E-05,0.8297126,2.6550803,0.159592825
0.02003165,-0.000387539,-0.000387539,0.000227802,0.000227802,-0.000405939,-0.000408157,0.8295552,2.6545768,0.159592938
0.020031691,-0.000305566,-0.000305566,-0.00013401,-0.00013401,-0.00044094,-0.000442452,0.8294471,2.6542306,0.159593029
0.020031732,-0.000454073,-0.000454073,0.000221528,0.000221528,-0.000600887,-0.000603529,0.82934135,2.6538923,0.159593118
0.020031772,-0.000312887,-0.000312887,-0.00012811,-0.00012811,-0.000463109,-0.000464629,0.8292369,2.6535585,0.159593204
0.020031811,-0.000442182,-0.000442182,0.000215468,0.000215468,-0.000569708,-0.000572193,0.82913816,2.653242,0.159593287
0.020031847,-0.000300663,-0.000300663,-0.000122311,-0.000122311,-0.000428686,-0.000430103,0.8290429,2.6529372,0.159593365
0.020031882,-0.000431055,-0.000431055,0.000209499,0.000209499,-0.000540426,-0.000542775,0.8289534,2.6526508,0.159593439
0.020031914,-0.000292859,-0.000292859,-0.000116527,-0.000116527,-0.000406569,-0.00040793,0.82886994,2.6523836,0.159593503
0.020031941,-0.000424198,-0.000424198,0.000203139,0.000203139,-0.000523238,-0.000525487,0.82880175,2.652166,0.159593555
0.020031962,-0.000289233,-0.000289233,-0.000109483,-0.000109483,-0.000395543,-0.000396899,0.82874733,2.6519914,0.159593593
0.020031975,-0.000420256,-0.000420256,0.000194116,0.000194116,-0.000514808,-0.000516967,0.82871324,2.6518822,0.159593615
0.020031982,-0.000289539,-0.000289539,-9.66E-05,-9.66E-05,-0.000392943,-0.000394388,0.82869536,2.651825,0.159593625
0.020031984,-0.000415174,-0.000415174,0.000173981,0.000173981,-0.000509413,-0.000511317,0.82868916,2.651805,0.159593629
0.020031985,-0.000300028,-0.000300028,-7.07E-05,-7.07E-05,-0.000401182,-0.000403265,0.8286869,2.6517978,0.15959363
0.020031986,-0.00040129,-0.00040129,0.000153016,0.000153016,-0.000497196,-0.000498179,0.8286854,2.6517935,0.159593632
0.020031986,-0.000310807,-0.000310807,-5.64E-05,-5.64E-05,-0.00041112,-0.000414068,0.82868373,2.6517878,0.159593633
0.020031987,-0.000391661,-0.000391661,0.000139471,0.000139471,-0.00048764,-0.000487742,0.82868266,2.6517844,0.159593634
0.020031987,-0.000321859,-0.000321859,-4.04E-05,-4.04E-05,-0.000421706,-0.000425748,0.8286818,2.6517816,0.159593634
0.020031987,-0.000375306,-0.000375306,0.000114443,0.000114443,-0.000472667,-0.000471182,0.8286815,2.6517808,0.159593634
0.020031987,-0.000343666,-0.000343666,-4.85E-06,-4.85E-06,-0.000440568,-0.000446482,0.8286813,2.6517801,0.159593635
0.020031987,-0.000354639,-0.000354639,7.75E-05,7.75E-05,-0.000455022,-0.00045235,0.82868123,2.6517797,0.159593635
0.020031987,-0.000356434,-0.000356434,2.22E-05,2.22E-05,-0.000451731,-0.000457585,0.82868105,2.6517797,0.159593635
0.020031987,-0.000349338,-0.000349338,6.18E-05,6.18E-05,-0.00045005,-0.000448217,0.82868093,2.651779,0.159593635
0.020031987,-0.000358269,-0.000358269,3.08E-05,3.08E-05,-0.000453643,-0.000458664,0.82868075,2.6517787,0.159593635
0.020031987,-0.000348785,-0.000348785,5.73E-05,5.73E-05,-0.000449323,-0.000448048,0.82868046,2.6517777,0.159593635
0.020031988,-0.000358466,-0.000358466,3.38E-05,3.38E-05,-0.000453952,-0.000458551,0.82868016,2.6517766,0.159593636
0.020031988,-0.000348677,-0.000348677,5.52E-05,5.52E-05,-0.000449065,-0.000448115,0.82867974,2.651775,0.159593636
0.020031988,-0.00035846,-0.00035846,3.53E-05,3.53E-05,-0.000453989,-0.000458355,0.8286792,2.6517732,0.159593637
0.020031988,-0.000348645,-0.000348645,5.40E-05,5.40E-05,-0.000448906,-0.000448132,0.8286784,2.651771,0.159593637
0.020031989,-0.000358399,-0.000358399,3.61E-05,3.61E-05,-0.000453903,-0.000458141,0.8286775,2.6517682,0.159593638
0.020031989,-0.000348596,-0.000348596,5.35E-05,5.35E-05,-0.000448717,-0.000448036,0.82867616,2.651764,0.15959364
0.02003199,-0.000358301,-0.000358301,3.65E-05,3.65E-05,-0.000453697,-0.000457865,0.82867444,2.6517582,0.159593641
0.020031991,-0.000348492,-0.000348492,5.31E-05,5.31E-05,-0.000448406,-0.000447774,0.82867205,2.6517508,0.159593644
0.020031992,-0.000358122,-0.000358122,3.67E-05,3.67E-05,-0.000453259,-0.000457391,0.8286683,2.6517386,0.159593648
0.020031995,-0.000348219,-0.000348219,5.30E-05,5.30E-05,-0.000447679,-0.000447065,0.828662,2.6517181,0.159593656
0.020031999,-0.000357619,-0.000357619,3.67E-05,3.67E-05,-0.000451961,-0.000456076,0.82864994,2.6516795,0.159593671
0.020032009,-0.000347262,-0.000347262,5.30E-05,5.30E-05,-0.000445191,-0.000444573,0.82862586,2.6516027,0.159593702
0.020032027,-0.000355791,-0.000355791,3.67E-05,3.67E-05,-0.000447243,-0.000451334,0.82857764,2.6514482,0.159593763
0.020032064,-0.000343928,-0.000343928,5.29E-05,5.29E-05,-0.000436658,-0.000436004,0.8284813,2.65114,0.159593886
0.020032139,-0.000350171,-0.000350171,3.66E-05,3.66E-05,-0.00043312,-0.000437146,0.8282887,2.6505237,0.159594131
0.020032288,-0.000335653,-0.000335653,5.26E-05,5.26E-05,-0.000416694,-0.000415943,0.8279035,2.649291,0.159594621
0.020032586,-0.000340197,-0.000340197,3.60E-05,3.60E-05,-0.000411402,-0.000415298,0.8271337,2.6468277,0.159595336
0.020032941,-0.000327864,-0.000327864,5.17E-05,5.17E-05,-0.000403446,-0.00040257,0.82621676,2.6438935,0.159596214
0.02003339,-0.000335229,-0.000335229,3.49E-05,3.49E-05,-0.000407124,-0.000410911,0.82506,2.640192,0.159597156
0.020033806,-0.000324334,-0.000324334,5.05E-05,5.05E-05,-0.000403012,-0.000402033,0.8239893,2.6367657,0.159598177
0.020034329,-0.000332233,-0.000332233,3.36E-05,3.36E-05,-0.000408036,-0.000411713,0.82264245,2.6324558,0.15959937
0.020034907,-0.000321071,-0.000321071,4.90E-05,4.90E-05,-0.00040397,-0.000402862,0.82116026,2.627713,0.159600925
0.020035771,-0.000328173,-0.000328173,3.16E-05,3.16E-05,-0.000409082,-0.000412593,0.81894845,2.6206353,0.159602893
0.020036741,-0.000316057,-0.000316057,4.66E-05,4.66E-05,-0.000405388,-0.000404077,0.8164708,2.6127064,0.159605121
0.02003786,-0.000322693,-0.000322693,2.90E-05,2.90E-05,-0.000411612,-0.00041491,0.81362396,2.6035964,0.159607608
0.020039089,-0.000310127,-0.000310127,4.38E-05,4.38E-05,-0.000410018,-0.000408491,0.81050605,2.5936193,0.159610457
0.02004057,-0.000316151,-0.000316151,2.60E-05,2.60E-05,-0.000420404,-0.000423485,0.8067672,2.5816553,0.159614034
0.020042524,-0.00030172,-0.00030172,4.03E-05,4.03E-05,-0.000499779,-0.000498061,0.8018612,2.5659556,0.159616931
0.020043387,-0.000276908,-0.000276908,2.34E-05,2.34E-05,-0.006402715,-0.006406991,0.7997243,2.5591176,0.159618338
0.020043898,-0.000239729,-0.000239729,3.90E-05,3.90E-05,-0.029185895,-0.02918737,0.7985171,2.5552547,0.159619369
0.020044397,-0.000248424,-0.000248424,2.23E-05,2.23E-05,-0.07839633,-0.07840463,0.79747206,2.5519109,0.159620364
0.020044876,-0.000221636,-0.000221636,3.79E-05,3.79E-05,-0.15520899,-0.15521452,0.7966758,2.5493624,0.159621328
0.020045346,-0.000237623,-0.000237623,2.13E-05,2.13E-05,-0.25693968,-0.2569517,0.79617476,2.5477593,0.15962241
0.020045943,-0.000213476,-0.000213476,3.68E-05,3.68E-05,-0.41820332,-0.41821244,0.79604965,2.5473588,0.15962364
0.02004656,-0.000231222,-0.000231222,2.02E-05,2.02E-05,-0.61322546,-0.61324084,0.7966242,2.5491972,0.159624954
0.020047237,-0.000208481,-0.000208481,3.58E-05,3.58E-05,-0.848567,-0.8485789,0.7981766,2.5541654,0.159626408
0.020047987,-0.000226891,-0.000226891,1.92E-05,1.92E-05,-1.1207584,-1.1207759,0.8010852,2.5634727,0.159627994
0.020048781,-0.000203478,-0.000203478,3.50E-05,3.50E-05,-1.3796564,-1.379667,0.80545926,2.5774698,0.159629677
0.020049609,-0.00021993,-0.00021993,1.89E-05,1.89E-05,-1.533283,-1.5332956,0.81099343,2.5951788,0.159631475
0.02005049,-0.000197825,-0.000197825,3.47E-05,3.47E-05,-1.5916888,-1.5916944,0.81739175,2.6156538,0.159633985
0.020051956,-0.000214375,-0.000214375,1.83E-05,1.83E-05,-1.5307559,-1.5307634,0.82788575,2.6492343,0.159637227
0.020053446,-0.000192388,-0.000192388,3.37E-05,3.37E-05,-1.368128,-1.3681289,0.83740383,2.6796925,0.159640153
0.020054564,-0.000210591,-0.000210591,1.72E-05,1.72E-05,-1.228092,-1.2280968,0.8434456,2.699026,0.159642857
0.020055822,-0.000189245,-0.000189245,3.26E-05,3.26E-05,-1.0796274,-1.0796266,0.8490984,2.717115,0.159645696
0.020057025,-0.000207504,-0.000207504,1.62E-05,1.62E-05,-0.9553693,-0.955373,0.8534716,2.731109,0.159648886
0.020058559,-0.000185722,-0.000185722,3.15E-05,3.15E-05,-0.8277185,-0.8277169,0.85783416,2.7450693,0.159652655
0.020060226,-0.000203179,-0.000203179,1.49E-05,1.49E-05,-0.72248137,-0.7224844,0.8613653,2.7563689,0.159656973
0.020062196,-0.00018024,-0.00018024,3.01E-05,3.01E-05,-0.63502085,-0.63501877,0.8643547,2.7659352,0.159662007
0.020064437,-0.000196036,-0.000196036,1.35E-05,1.35E-05,-0.5678938,-0.56789654,0.8666744,2.773358,0.159667579
0.020066833,-0.000171145,-0.000171145,2.86E-05,2.86E-05,-0.5226359,-0.52263355,0.86831486,2.7786074,0.159673493
0.02006934,-0.000185422,-0.000185422,1.20E-05,1.20E-05,-0.49188516,-0.4918878,0.8694359,2.7821946,0.159680823
0.020072893,-0.000157356,-0.000157356,2.68E-05,2.68E-05,-0.4670825,-0.46708006,0.87040794,2.7853055,0.159686849
0.020074311,-0.000542673,-0.000542673,1.17E-05,1.17E-05,-0.46066192,-0.4606645,0.8706572,2.786103,0.159689846
0.020075364,-0.000763283,-0.000763283,2.95E-05,2.95E-05,-0.45754334,-0.4575409,0.8708114,2.7865965,0.159691632
0.020075783,-0.000661463,-0.000661463,1.44E-05,1.44E-05,-0.4558209,-0.45582348,0.87086594,2.786771,0.159692481
0.020076063,-0.001243059,-0.001243059,3.06E-05,3.06E-05,-0.45562357,-0.45562112,0.8709013,2.786884,0.159692934
0.020076157,-0.002406204,-0.002406204,1.46E-05,1.46E-05,-0.45581567,-0.45581824,0.87091327,2.7869225,0.159693124
0.02007622,-0.003913231,-0.003913231,3.04E-05,3.04E-05,-0.45653233,-0.45652986,0.87092185,2.7869496,0.15969326
0.020076269,-0.005160597,-0.005160597,1.46E-05,1.46E-05,-0.45716035,-0.45716292,0.8709288,2.7869723,0.159693365
0.020076306,-0.006243919,-0.006243919,3.03E-05,3.03E-05,-0.4576948,-0.45769233,0.8709342,2.7869895,0.159693442
0.020076333,-0.007122993,-0.007122993,1.45E-05,1.45E-05,-0.4581304,-0.45813295,0.87093824,2.7870023,0.159693492
