t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
0.021000001,-1.4797342,-1.4797342,-1.4797299,-1.4797299,-1.4797242,-1.4797249,2.9594288,9.766115,0.311765846
0.021000002,-1.4797319,-1.4797319,-1.4797308,-1.4797308,-1.479724,-1.4797235,2.9594288,9.766115,0.311765891
0.021000004,-1.4797341,-1.4797341,-1.4797297,-1.4797297,-1.4797242,-1.4797248,2.9594288,9.766115,0.31176598
0.021000008,-1.4797317,-1.4797317,-1.4797306,-1.4797306,-1.4797239,-1.4797233,2.9594288,9.766115,0.311766157
0.021000016,-1.4797338,-1.4797338,-1.4797294,-1.4797294,-1.4797239,-1.4797245,2.9594288,9.766115,0.311766512
0.021000033,-1.4797314,-1.4797314,-1.4797302,-1.4797302,-1.4797237,-1.479723,2.9594288,9.766115,0.311767223
0.021000066,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.311768643
0.021000131,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.311771484
0.021000262,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.311777167
0.021000524,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.311788532
0.021001049,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.311811261
0.021002097,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.31185672
0.021004194,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.311947638
0.021008389,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.312129475
0.021016777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.31239521
0.021026777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.312684231
0.021036777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.312973252
0.021046777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.313262273
0.021056777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.313551295
0.021066777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.313840316
0.021076777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.314129337
0.021086777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.314418358
0.021096777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.31470738
0.021106777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.314996401
0.021116777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.315285422
0.021126777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.315574443
0.021136777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.315863464
0.021146777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.316152486
0.021156777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.316441507
0.021166777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.316730528
0.021176777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.317019549
0.021186777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.317308571
0.021196777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.317597592
0.021206777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.317886613
0.021216777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.318175634
0.021226777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.318464656
0.021236777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.318753677
0.021246777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.319042698
0.021256777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.319331719
0.021266777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.31962074
0.021276777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.319909762
0.021286777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.320198783
0.021296777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.320487804
0.021306777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.320776825
0.021316777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.321065847
0.021326777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.321354868
0.021336777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.321643889
0.021346777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.32193291
0.021356777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.322221931
0.021366777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.322510953
0.021376777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.322799974
0.021386777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.323088995
0.021396777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.323378016
0.021406777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.323667038
0.021416777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.323956059
0.021426777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.32424508
0.021436777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.324534101
0.021446777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.324823122
0.021456777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.325112144
0.021466777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.325401165
0.021476777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.325690186
0.021486777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.325979207
0.021496777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.326268229
0.021506777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.32655725
0.021516777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.326846271
0.021526777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.327135292
0.021536777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.327424313
0.021546777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.327713335
0.021556777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.328002356
0.021566777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.328291377
0.021576777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.328580398
0.021586777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.32886942
0.021596777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.329158441
0.021606777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.329447462
0.021616777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.329736483
0.021626777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.330025505
0.021636777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.330314526
0.021646777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.330603547
0.021656777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.330892568
0.021666777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.331181589
0.021676777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.331470611
0.021686777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.331759632
0.021696777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.332048653
0.021706777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.332337674
0.021716777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.332626696
0.021726777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.332915717
0.021736777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.333204738
0.021746777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.333493759
0.021756777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.33378278
0.021766777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.334071802
0.021776777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.334360823
0.021786777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.334649844
0.021796777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.334938865
0.021806777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.335227887
0.021816777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.335516908
0.021826777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.335805929
0.021836777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.33609495
0.021846777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.336383971
0.021856777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.336672993
0.021866777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.336962014
0.021876777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.337251035
0.021886777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.337540056
0.021896777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.337829078
0.021906777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.338118099
0.021916777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.33840712
0.021926777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.338696141
0.021936777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.338985162
0.021946777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.339274184
0.021956777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.339563205
0.021966777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.339852226
0.021976777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.340141247
0.021986777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.340430269
0.021996777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.34071929
0.022006777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.341008311
0.022016777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.341297332
0.022026777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.341586354
0.022036777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.341875375
0.022046777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.342164396
0.022056777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.342453417
0.022066777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.342742438
0.022076777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.34303146
0.022086777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.343320481
0.022096777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.343609502
0.022106777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.343898523
0.022116777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.344187545
0.022126777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.344476566
0.022136777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.344765587
0.022146777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.345054608
0.022156777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.345343629
0.022166777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.345632651
0.022176777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.345921672
0.022186777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.346210693
0.022196777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.346499714
0.022206777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.346788736
0.022216777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.347077757
0.022226777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.347366778
0.022236777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.347655799
0.022246777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.34794482
0.022256777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.348233842
0.022266777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.348522863
0.022276777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.348811884
0.022286777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.349100905
0.022296777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.349389927
0.022306777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.349678948
0.022316777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.349967969
0.022326777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.35025699
0.022336777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.350546011
0.022346777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.350835033
0.022356777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.351124054
0.022366777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.351413075
0.022376777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.351702096
0.022386777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.351991118
0.022396777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.352280139
0.022406777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.35256916
0.022416777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.352858181
0.022426777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.353147203
0.022436777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.353436224
0.022446777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.353725245
0.022456777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.354014266
0.022466777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.354303287
0.022476777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.354592309
0.022486777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.35488133
0.022496777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.355170351
0.022506777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.355459372
0.022516777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.355748394
0.022526777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.356037415
0.022536777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.356326436
0.022546777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.356615457
0.022556777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.356904478
0.022566777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.3571935
0.022576777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.357482521
0.022586777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.357771542
0.022596777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.358060563
0.022606777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.358349585
0.022616777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.358638606
0.022626777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.358927627
0.022636777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.359216648
0.022646777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.359505669
0.022656777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.359794691
0.022666777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.360083712
0.022676777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.360372733
0.022686777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.360661754
0.022696777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.360950776
0.022706777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.361239797
0.022716777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.361528818
0.022726777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.361817839
0.022736777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.36210686
0.022746777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.362395882
0.022756777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.362684903
0.022766777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.362973924
0.022776777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.363262945
0.022786777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.363551967
0.022796777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.363840988
0.022806777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.364130009
0.022816777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.36441903
0.022826777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.364708052
0.022836777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.364997073
0.022846777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.365286094
0.022856777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.365575115
0.022866777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.365864136
0.022876777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.366153158
0.022886777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.366442179
0.022896777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.3667312
0.022906777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.367020221
0.022916777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.367309243
0.022926777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.367598264
0.022936777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.367887285
0.022946777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.368176306
0.022956777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.368465327
0.022966777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.368754349
0.022976777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.36904337
0.022986777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.369332391
0.022996777,-1.4797336,-1.4797336,-1.4797292,-1.4797292,-1.4797237,-1.4797243,2.9594288,9.766115,0.369621412
0.023006777,-1.4797313,-1.4797313,-1.4797301,-1.4797301,-1.4797236,-1.4797229,2.9594288,9.766115,0.369910434
