config_id,t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
2.0,0.00010385250539511365,-5.6718655,2.7470536e-05,9.3213885e-07,9.3213885e-07,8.143011e-07,7.765223e-07,0.27604797,0.9109583,1.5909049378912183e-06
2.0,0.0001048349370009131,-5.6327376,2.688708e-05,8.7306734e-07,8.7306734e-07,7.688236e-07,7.3089075e-07,0.2920121,0.96364,1.9090056493082407e-06
2.0,0.000106113392973022,-5.5833507,2.6833957e-05,7.8806914e-07,7.8806914e-07,6.9649826e-07,6.623736e-07,0.31254488,1.0313983,2.384992251861764e-06
2.0,0.00010778808990853081,-5.523879,2.6116606e-05,6.929665e-07,6.929665e-07,6.181837e-07,5.865473e-07,0.3390477,1.1188574,3.096422123191329e-06
2.0,0.0001098642159516195,-5.4601116,2.596906e-05,5.750195e-07,5.750195e-07,5.149532e-07,4.894166e-07,0.3713339,1.2254019,4.256790895799698e-06
2.0,0.00011288823936449949,-5.386697,2.5160145e-05,4.3446332e-07,4.3446332e-07,3.9384807e-07,3.7318253e-07,0.4173798,1.3773534,6.334140301345119e-06
2.0,0.00011709129405418258,-5.317443,2.4988078e-05,2.6425963e-07,2.6425963e-07,2.4000173e-07,2.2751115e-07,0.47978964,1.583306,1.0858919002076624e-05
2.0,0.00012480097819606942,-5.258729,2.4354966e-05,5.218821e-08,5.218821e-08,4.643502e-08,4.060079e-08,0.59077,1.9495411,2.105730996358583e-05
2.0,0.00013480097819606942,-5.259493,2.487868e-05,-1.1487942e-07,-1.1487942e-07,-1.1587936e-07,-1.1538292e-07,0.7300739,2.409244,3.864657268750856e-05
2.0,0.00014480097819606942,-5.29572,2.5216581e-05,-1.9122749e-07,-1.9122749e-07,-1.9133891e-07,-1.9076953e-07,0.8657833,2.8570848,5.7647117979516644e-05
2.0,0.00015016354404758246,-4.1033764,1.6547261e-05,3.6675706e-07,3.6675706e-07,6.8247505e-07,4.4249856e-07,0.9271996,3.059759,7.069447244461137e-05
2.0,0.0001539989485628868,-2.844863,8.586567e-06,1.2347394e-07,1.2347394e-07,3.6377148e-07,2.625444e-07,0.95623946,3.1555903,8.053388787127454e-05
2.0,0.0001566851120180489,-2.179874,4.512931e-06,2.2148491e-07,2.2148491e-07,5.2410644e-07,3.8244238e-07,0.9686487,3.1965406,8.945283821073301e-05
2.0,0.0001597599397818405,-1.6670212,1.6496049e-06,-6.178719e-08,-6.178719e-08,1.1114634e-07,1.02181794e-07,0.97734463,3.2252374,9.919418653431585e-05
2.0,0.0001628658401646783,-1.3610269,-4.2933492e-09,4.3208118e-08,4.3208118e-08,2.6334894e-07,1.9669407e-07,0.9822765,3.2415123,0.00010839180965133178
2.0,0.00016553723003016055,-1.2110459,-6.2008536e-07,-1.9036482e-07,-1.9036482e-07,-8.8320974e-08,-5.300816e-08,0.98467803,3.2494376,0.0001163447383816581
2.0,0.00016783696463180253,-1.1332872,-9.682011e-07,-3.8051237e-08,-3.8051237e-08,1.3015827e-07,8.51102e-08,0.98595494,3.2536511,0.00012434521863806164
2.0,0.0001705251329866465,-1.0781693,-1.0391453e-06,-2.502694e-07,-2.502694e-07,-1.9154969e-07,-1.448157e-07,0.9869082,3.2567973,0.00013270143335828376
2.0,0.00017303659054331678,-1.048268,-1.1230846e-06,-8.605351e-08,-8.605351e-08,4.4048253e-08,5.1604796e-09,0.9874762,3.2586715,0.00014120008965972115
2.0,0.00017580731086642293,-1.028828,-1.0142593e-06,-2.8684912e-07,-2.8684912e-07,-2.5991957e-07,-2.1088238e-07,0.98789585,3.2600565,0.00015109848098949856
2.0,0.00017918352133893228,-1.0155709,-9.986514e-07,-1.18165865e-07,-1.18165865e-07,-1.8090528e-08,-5.6748014e-08,0.9882393,3.2611897,0.00016329772391034136
