time	V(out_positive,out_negative)
2.000004564461651e-02	3.189584e+00
2.000004628090683e-02	3.189584e+00
2.000004710655358e-02	3.189583e+00
2.000004823237416e-02	3.189584e+00
2.000005002005163e-02	3.189584e+00
2.000005313053004e-02	3.189584e+00
2.000005934025049e-02	3.189584e+00
2.000007175969138e-02	3.189584e+00
2.000009659857317e-02	3.189584e+00
2.000012188898922e-02	3.189584e+00
2.000014543836579e-02	3.189583e+00
2.000017157789943e-02	3.189583e+00
2.000020276019561e-02	3.189583e+00
2.000022496557751e-02	3.189583e+00
2.000023493583294e-02	3.189583e+00
2.000024511871778e-02	3.189583e+00
2.000025512283040e-02	3.189583e+00
2.000027309960332e-02	3.189583e+00
2.000029636144689e-02	3.189583e+00
2.000030733361662e-02	3.189583e+00
2.000032010797608e-02	3.189583e+00
2.000033185990597e-02	3.189583e+00
2.000035171807688e-02	3.189583e+00
2.000038446901539e-02	3.189583e+00
2.000040007516570e-02	3.189583e+00
2.000041588764405e-02	3.189583e+00
2.000044207651330e-02	3.189583e+00
2.000046882455716e-02	3.189583e+00
2.000051973750557e-02	3.189583e+00
2.000055605290598e-02	3.189583e+00
2.000057512156446e-02	3.189583e+00
2.000058023766550e-02	3.189583e+00
2.000058268835735e-02	3.189583e+00
2.000058505570573e-02	3.189583e+00
2.000058979040251e-02	3.189583e+00
2.000059925979606e-02	3.189583e+00
2.000061819858317e-02	3.189583e+00
2.000065496777951e-02	3.189583e+00
2.000070853723893e-02	3.189584e+00
2.000076445840220e-02	3.189584e+00
2.000079035688470e-02	3.189584e+00
2.000081357017946e-02	3.189584e+00
2.000082298007003e-02	3.189584e+00
2.000083225921549e-02	3.189584e+00
2.000083854130238e-02	3.189584e+00
2.000084589248556e-02	3.189584e+00
2.000086059485191e-02	3.189584e+00
2.000087908068614e-02	3.189585e+00
2.000090397395650e-02	3.189584e+00
2.000091871465061e-02	3.189585e+00
2.000092839200395e-02	3.189584e+00
2.000093530066698e-02	3.189585e+00
2.000094418746817e-02	3.189584e+00
2.000095488069379e-02	3.189584e+00
2.000097577726476e-02	3.189584e+00
2.000101265304997e-02	3.189584e+00
2.000103242987851e-02	3.189583e+00
2.000104626121518e-02	3.189583e+00
2.000105930121468e-02	3.189583e+00
2.000106174565379e-02	3.189583e+00
2.000106417354718e-02	3.189583e+00
2.000106902933397e-02	3.189583e+00
2.000107874090754e-02	3.189583e+00
2.000109816405469e-02	3.189583e+00
2.000112303742045e-02	3.189582e+00
2.000116366967469e-02	3.189579e+00
2.000120038377399e-02	3.189575e+00
2.000123812922270e-02	3.189570e+00
2.000127921483159e-02	3.189562e+00
2.000133024700072e-02	3.189549e+00
2.000135435529579e-02	3.189542e+00
2.000137661520236e-02	3.189535e+00
2.000140499820157e-02	3.189525e+00
2.000143478273314e-02	3.189514e+00
2.000149435179630e-02	3.189492e+00
2.000158052303487e-02	3.189459e+00
2.000167469311413e-02	3.189422e+00
2.000177045950695e-02	3.189384e+00
2.000187291960064e-02	3.189342e+00
2.000197321796258e-02	3.189300e+00
2.000217381468647e-02	3.189212e+00
2.000236926581935e-02	3.189122e+00
2.000258694333323e-02	3.189015e+00
2.000281461704723e-02	3.188897e+00
2.000316727271687e-02	3.188697e+00
2.000348515770779e-02	3.188499e+00
2.000386047797221e-02	3.188241e+00
2.000424831675339e-02	3.187941e+00
2.000463057533702e-02	3.187605e+00
2.000500616905306e-02	3.187228e+00
2.000537726292059e-02	3.186798e+00
2.000573156841767e-02	3.186312e+00
2.000605288205530e-02	3.185782e+00
2.000631724743222e-02	3.185265e+00
2.000660493618133e-02	3.184594e+00
2.000690187784319e-02	3.183746e+00
2.000729832192900e-02	3.182256e+00
2.000767454509233e-02	3.180225e+00
2.000801488281669e-02	3.177414e+00
2.000841618957072e-02	3.171342e+00
2.000872183671992e-02	3.160657e+00
2.000895573035332e-02	3.137210e+00
2.000919083430700e-02	3.103070e+00
2.000935052775007e-02	3.078923e+00
2.000950667190446e-02	3.054517e+00
2.000981896021323e-02	3.003586e+00
2.001014873727763e-02	2.946911e+00
2.001072183061077e-02	2.843519e+00
2.001132955747930e-02	2.730356e+00
2.001192039332868e-02	2.619983e+00
2.001253105446039e-02	2.506712e+00
2.001328383245058e-02	2.367520e+00
2.001389069016348e-02	2.251494e+00
2.001428475115834e-02	2.165402e+00
2.001457053428031e-02	2.069948e+00
2.001483891427045e-02	1.961120e+00
2.001517033887680e-02	1.837204e+00
2.001548490593302e-02	1.726292e+00
2.001576155389738e-02	1.632366e+00
2.001599893073549e-02	1.554148e+00
2.001622244368844e-02	1.483052e+00
2.001645756585856e-02	1.412310e+00
2.001669620550823e-02	1.346393e+00
2.001701978283141e-02	1.267674e+00
2.001727723661821e-02	1.213106e+00
2.001754064935568e-02	1.164445e+00
2.001788040107005e-02	1.111279e+00
2.001823443603000e-02	1.060708e+00
2.001859619103137e-02	1.008974e+00
2.001896223351616e-02	9.574652e-01
2.001969431848572e-02	8.558807e-01
2.002110676933812e-02	6.626096e-01
2.002191625576674e-02	5.401230e-01
2.002231365908875e-02	4.327028e-01
2.002242591842030e-02	3.871388e-01
2.002247177587687e-02	3.682377e-01
2.002251807612920e-02	3.495638e-01
2.002256253035464e-02	3.316567e-01
2.002260702684864e-02	3.140597e-01
2.002264925261468e-02	2.974870e-01
2.002269268056659e-02	2.807090e-01
2.002273371025070e-02	2.650316e-01
2.002277426486162e-02	2.497602e-01
2.002281328077460e-02	2.352540e-01
2.002285058586029e-02	2.215812e-01
2.002288603120912e-02	2.087634e-01
2.002291916779151e-02	1.969483e-01
2.002294969762191e-02	1.862056e-01
2.002297401309475e-02	1.777565e-01
2.002299269070916e-02	1.713288e-01
2.002300372236672e-02	1.675618e-01
2.002300892868689e-02	1.657894e-01
2.002301184265554e-02	1.648006e-01
2.002301400930922e-02	1.640656e-01
2.002301638558206e-02	1.632609e-01
2.002301879543139e-02	1.624455e-01
2.002302178158754e-02	1.614368e-01
2.002302540007162e-02	1.602163e-01
2.002303015733826e-02	1.586156e-01
2.002303704946402e-02	1.563032e-01
2.002304779421974e-02	1.527154e-01
2.002306667452445e-02	1.464617e-01
2.002310443513387e-02	1.341562e-01
2.002317995635271e-02	1.104155e-01
2.002333099879039e-02	6.709194e-02
2.002363308366575e-02	7.915974e-03
2.002380360361948e-02	9.686947e-04
2.002396002048738e-02	1.621008e-03
2.002405322477306e-02	2.575159e-03
2.002416383151859e-02	4.323244e-03
2.002428016786021e-02	4.156113e-03
2.002446470404473e-02	4.951000e-03
2.002466269301110e-02	5.188704e-03
2.002494765244188e-02	5.754471e-03
2.002523944032263e-02	5.995989e-03
2.002540569742473e-02	6.623507e-03
2.002547434711330e-02	7.374525e-03
2.002554267748439e-02	7.680655e-03
2.002555584432935e-02	7.680893e-03
2.002556889139058e-02	7.709742e-03
2.002557372529273e-02	7.709980e-03
2.002557554450903e-02	7.714033e-03
2.002557673669273e-02	7.716417e-03
2.002557817230884e-02	7.717848e-03
2.002557958801912e-02	7.720232e-03
2.002558185491335e-02	7.723093e-03
2.002558484453633e-02	7.727146e-03
2.002558941640634e-02	7.733345e-03
2.002559751657140e-02	7.743835e-03
2.002561280223502e-02	7.762432e-03
2.002563025196186e-02	7.782936e-03
2.002565050435228e-02	7.804871e-03
2.002567504405005e-02	7.830381e-03
2.002570789237344e-02	7.863045e-03
2.002575054355573e-02	7.903576e-03
2.002581622019331e-02	7.962227e-03
2.002591762739844e-02	8.048058e-03
2.002612044180867e-02	8.220434e-03
2.002647878129997e-02	8.901358e-03
2.002662409304807e-02	9.934902e-03
2.002671866732840e-02	1.113319e-02
2.002677880089416e-02	1.223493e-02
2.002683436306826e-02	1.349688e-02
2.002688738036619e-02	1.492214e-02
2.002694907250055e-02	1.680112e-02
2.002703326866735e-02	1.959181e-02
2.002714813670685e-02	2.341366e-02
2.002727551500458e-02	2.720690e-02
2.002742078336487e-02	3.070879e-02
2.002765776791496e-02	3.463459e-02
2.002778189197312e-02	3.611374e-02
2.002783660512268e-02	3.973722e-02
2.002788996777158e-02	4.945230e-02
2.002790787424984e-02	5.382371e-02
2.002792361424657e-02	5.768991e-02
2.002793466914513e-02	6.045461e-02
2.002794661397094e-02	6.348610e-02
2.002795862264624e-02	6.656981e-02
2.002797352829526e-02	7.045007e-02
2.002799551461779e-02	7.627320e-02
2.002802749420446e-02	8.495975e-02
2.002808869666636e-02	1.023054e-01
2.002816922014362e-02	1.265595e-01
2.002833026709814e-02	1.793687e-01
2.002849718482691e-02	2.388306e-01
2.002862423674807e-02	2.864909e-01
2.002872332525795e-02	3.247666e-01
2.002878361652968e-02	3.484356e-01
2.002883053610221e-02	3.670125e-01
2.002887394665398e-02	3.842824e-01
2.002891845341023e-02	4.020078e-01
2.002896155557002e-02	4.190793e-01
2.002900598278292e-02	4.363682e-01
2.002905217159112e-02	4.536400e-01
2.002910309678015e-02	4.712822e-01
2.002916574911316e-02	4.903471e-01
2.002926604750330e-02	5.153069e-01
2.002941165155825e-02	5.442364e-01
2.002956317610359e-02	5.700488e-01
2.002980158028094e-02	6.066961e-01
2.003019235344066e-02	6.621492e-01
2.003057839160524e-02	7.144146e-01
2.003092298058713e-02	7.600032e-01
2.003134498516923e-02	8.150567e-01
2.003173222961687e-02	8.650969e-01
2.003217230724013e-02	9.216044e-01
2.003257441747667e-02	9.730030e-01
2.003302867540730e-02	1.030879e+00
2.003356628665495e-02	1.099186e+00
2.003454677530811e-02	1.223408e+00
2.003555033536168e-02	1.350232e+00
2.003671907940175e-02	1.497652e+00
2.003792479112790e-02	1.649491e+00
2.003920751295446e-02	1.810797e+00
2.004040585334263e-02	1.961291e+00
2.004187434341042e-02	2.145458e+00
2.004354173476445e-02	2.354230e+00
2.004458978570693e-02	2.485269e+00
2.004538960501549e-02	2.584772e+00
2.004571805527768e-02	2.599457e+00
2.004603048707774e-02	2.604344e+00
2.004624292838740e-02	2.606679e+00
2.004645991272663e-02	2.608299e+00
2.004687448558210e-02	2.610669e+00
2.004736672030777e-02	2.612480e+00
2.004789308521884e-02	2.613862e+00
2.004853055675171e-02	2.615010e+00
2.004920011256021e-02	2.615909e+00
2.005007020368377e-02	2.616724e+00
2.005130002372350e-02	2.617548e+00
2.005361110720039e-02	2.618462e+00
2.005577885394801e-02	2.618992e+00
2.005835458483514e-02	2.619387e+00
2.006128091745670e-02	2.619698e+00
2.006600149891693e-02	2.619994e+00
2.007258811647465e-02	2.620238e+00
2.008012174775901e-02	2.620381e+00
2.008869322036480e-02	2.620478e+00
2.009720824441159e-02	2.620525e+00
2.010647944640910e-02	2.620560e+00
2.011647944640910e-02	2.620575e+00
2.012647944640910e-02	2.620589e+00
2.013647944640910e-02	2.620590e+00
2.014647944640910e-02	2.620597e+00
2.015647944640910e-02	2.620595e+00
2.016647944640910e-02	2.620600e+00
2.017647944640910e-02	2.622444e+00
2.018344674564891e-02	2.630316e+00
2.018824268229985e-02	2.639912e+00
2.019258406410798e-02	2.652169e+00
2.019691226891686e-02	2.669160e+00
2.020126427970011e-02	2.692028e+00
2.020706013225902e-02	2.732644e+00
2.021246075229931e-02	2.777373e+00
2.021512715494296e-02	2.800771e+00
2.021791161407974e-02	2.825206e+00
2.022055427858406e-02	2.848687e+00
2.022376082704616e-02	2.876800e+00
2.022803583140663e-02	2.914252e+00
2.023247773502115e-02	2.952431e+00
2.023877423366165e-02	3.005949e+00
2.024555962548567e-02	3.062164e+00
2.025187017978715e-02	3.109903e+00
2.025577366483212e-02	3.125751e+00
2.025747722665112e-02	3.130792e+00
2.025894882351986e-02	3.134425e+00
2.026039750072305e-02	3.137668e+00
2.026196654627086e-02	3.140677e+00
2.026340456295210e-02	3.143223e+00
2.026484339448465e-02	3.145440e+00
2.026623297887905e-02	3.147465e+00
2.026760380990765e-02	3.149222e+00
2.026893429254258e-02	3.150864e+00
2.027030168444248e-02	3.152356e+00
2.027172452237437e-02	3.153860e+00
2.027322413284480e-02	3.155264e+00
2.027487761861529e-02	3.156757e+00
2.027668166833205e-02	3.158194e+00
2.027874786753105e-02	3.159760e+00
2.028109027825635e-02	3.161316e+00
2.028391254334597e-02	3.163056e+00
2.028745978762250e-02	3.164936e+00
2.029216334422598e-02	3.167134e+00
2.029870658748990e-02	3.169630e+00
2.030870658748990e-02	3.172664e+00
2.031870658748990e-02	3.174970e+00
2.032870658748991e-02	3.176826e+00
2.033870658748991e-02	3.178313e+00
2.034870658748991e-02	3.179567e+00
2.035870658748990e-02	3.180604e+00
2.036870658748990e-02	3.181507e+00
2.037870658748990e-02	3.182271e+00
2.038870658748990e-02	3.182951e+00
2.039870658748990e-02	3.183535e+00
2.040870658748991e-02	3.184067e+00
2.041870658748991e-02	3.184527e+00
2.042870658748991e-02	3.184952e+00
2.043870658748990e-02	3.185323e+00
2.044870658748990e-02	3.185671e+00
2.045870658748990e-02	3.185976e+00
2.046870658748990e-02	3.186265e+00
2.047870658748990e-02	3.186520e+00
2.048870658748990e-02	3.186764e+00
2.049870658748991e-02	3.186979e+00
2.050870658748991e-02	3.187187e+00
2.051870658748991e-02	3.187371e+00
2.052870658748990e-02	3.187551e+00
2.053870658748990e-02	3.187709e+00
2.054870658748990e-02	3.187865e+00
2.055870658748990e-02	3.188003e+00
2.056870658748990e-02	3.188140e+00
2.057870658748990e-02	3.188261e+00
2.058870658748991e-02	3.188381e+00
2.059870658748991e-02	3.188488e+00
2.060870658748990e-02	3.188595e+00
2.061870658748990e-02	3.188689e+00
2.062870658748990e-02	3.188784e+00
2.063870658748990e-02	3.188868e+00
2.064870658748990e-02	3.188954e+00
2.065870658748990e-02	3.189029e+00
2.066870658748991e-02	3.189106e+00
2.067870658748991e-02	3.189172e+00
2.068870658748991e-02	3.189242e+00
2.069870658748990e-02	3.189302e+00
2.070870658748990e-02	3.189365e+00
2.071870658748990e-02	3.189420e+00
2.072870658748990e-02	3.189477e+00
2.073870658748990e-02	3.189526e+00
2.074870658748990e-02	3.189578e+00
2.075870658748991e-02	3.189623e+00
2.076870658748991e-02	3.189671e+00
2.077870658748990e-02	3.189711e+00
2.078870658748990e-02	3.189755e+00
2.079870658748990e-02	3.189792e+00
2.080870658748990e-02	3.189832e+00
2.081870658748990e-02	3.189866e+00
2.082870658748990e-02	3.189902e+00
2.083870658748991e-02	3.189933e+00
2.084870658748991e-02	3.189967e+00
2.085870658748991e-02	3.189995e+00
2.086870658748990e-02	3.190027e+00
2.087870658748990e-02	3.190052e+00
2.088870658748990e-02	3.190081e+00
2.089870658748990e-02	3.190105e+00
2.090870658748990e-02	3.190132e+00
2.091870658748990e-02	3.190153e+00
2.092870658748991e-02	3.190178e+00
2.093870658748991e-02	3.190198e+00
2.094870658748990e-02	3.190221e+00
2.095870658748990e-02	3.190239e+00
2.096870658748990e-02	3.190261e+00
2.097870658748990e-02	3.190278e+00
2.098870658748990e-02	3.190298e+00
2.099870658748990e-02	3.190313e+00
2.100870658748991e-02	3.190332e+00
2.101870658748991e-02	3.190346e+00
2.102870658748991e-02	3.190364e+00
2.103870658748990e-02	3.190377e+00
2.104870658748990e-02	3.190393e+00
2.105870658748990e-02	3.190405e+00
2.106870658748990e-02	3.190420e+00
2.107870658748990e-02	3.190431e+00
2.108870658748990e-02	3.190446e+00
2.109870658748991e-02	3.190456e+00
2.110870658748991e-02	3.190469e+00
2.111870658748990e-02	3.190478e+00
2.112870658748990e-02	3.190491e+00
2.113870658748990e-02	3.190500e+00
2.114870658748990e-02	3.190511e+00
2.115870658748990e-02	3.190519e+00
2.116870658748990e-02	3.190531e+00
2.117870658748991e-02	3.190538e+00
2.118870658748991e-02	3.190548e+00
2.119870658748991e-02	3.190555e+00
2.120870658748990e-02	3.190565e+00
2.121870658748990e-02	3.190571e+00
2.122870658748990e-02	3.190580e+00
2.123870658748990e-02	3.190586e+00
2.124870658748990e-02	3.190594e+00
2.125870658748990e-02	3.190599e+00
2.126870658748991e-02	3.190608e+00
2.127870658748991e-02	3.190612e+00
2.128870658748990e-02	3.190620e+00
2.129870658748990e-02	3.190624e+00
2.130870658748990e-02	3.190632e+00
2.131870658748990e-02	3.190636e+00
2.132870658748990e-02	3.190643e+00
2.133870658748990e-02	3.190646e+00
2.134870658748991e-02	3.190653e+00
2.135870658748991e-02	3.190656e+00
2.136870658748991e-02	3.190663e+00
2.137870658748990e-02	3.190665e+00
2.138870658748990e-02	3.190672e+00
2.139870658748990e-02	3.190674e+00
2.140870658748990e-02	3.190680e+00
2.141870658748990e-02	3.190682e+00
2.142870658748990e-02	3.190688e+00
2.143870658748991e-02	3.190690e+00
2.144870658748991e-02	3.190695e+00
2.145870658748990e-02	3.190697e+00
2.146870658748990e-02	3.190702e+00
2.147870658748990e-02	3.190703e+00
2.148870658748990e-02	3.190708e+00
2.149870658748990e-02	3.190709e+00
2.150870658748990e-02	3.190714e+00
2.151870658748991e-02	3.190715e+00
2.152870658748991e-02	3.190720e+00
2.153870658748991e-02	3.190721e+00
2.154870658748990e-02	3.190725e+00
2.155870658748990e-02	3.190726e+00
2.156870658748990e-02	3.190730e+00
2.157870658748990e-02	3.190730e+00
2.158870658748990e-02	3.190734e+00
2.159870658748990e-02	3.190735e+00
2.160870658748991e-02	3.190739e+00
2.161870658748991e-02	3.190739e+00
2.162870658748990e-02	3.190743e+00
2.163870658748990e-02	3.190743e+00
2.164870658748990e-02	3.190747e+00
2.165870658748990e-02	3.190747e+00
2.166870658748990e-02	3.190750e+00
2.167870658748990e-02	3.190750e+00
2.168870658748991e-02	3.190754e+00
2.169870658748991e-02	3.190753e+00
2.170870658748991e-02	3.190757e+00
2.171870658748990e-02	3.190756e+00
2.172870658748990e-02	3.190759e+00
2.173870658748990e-02	3.190759e+00
2.174870658748990e-02	3.190762e+00
2.175870658748990e-02	3.190762e+00
2.176870658748990e-02	3.190765e+00
2.177870658748991e-02	3.190764e+00
2.178870658748991e-02	3.190767e+00
2.179870658748990e-02	3.190767e+00
2.180870658748990e-02	3.190769e+00
2.181870658748990e-02	3.190769e+00
2.182870658748990e-02	3.190771e+00
2.183870658748990e-02	3.190771e+00
2.184870658748990e-02	3.190773e+00
2.185870658748990e-02	3.190773e+00
2.186870658748991e-02	3.190775e+00
2.187870658748991e-02	3.190774e+00
2.188870658748990e-02	3.190777e+00
2.189870658748990e-02	3.190776e+00
2.190870658748990e-02	3.190779e+00
2.191870658748990e-02	3.190778e+00
2.192870658748990e-02	3.190780e+00
2.193870658748990e-02	3.190779e+00
2.194870658748991e-02	3.190782e+00
2.195870658748991e-02	3.190780e+00
2.196870658748990e-02	3.190783e+00
2.197870658748990e-02	3.190782e+00
2.198870658748990e-02	3.190784e+00
2.199870658748990e-02	3.190783e+00
2.200870658748990e-02	3.190785e+00
2.201870658748990e-02	3.190784e+00
2.202870658748990e-02	3.190786e+00
2.203870658748991e-02	3.190785e+00
2.204870658748991e-02	3.190787e+00
2.205870658748990e-02	3.190786e+00
2.206870658748990e-02	3.190788e+00
2.207870658748990e-02	3.190787e+00
2.208870658748990e-02	3.190789e+00
2.209870658748990e-02	3.190788e+00
2.210870658748990e-02	3.190790e+00
2.211870658748991e-02	3.190789e+00
2.212870658748991e-02	3.190791e+00
2.213870658748990e-02	3.190790e+00
2.214870658748990e-02	3.190792e+00
2.215870658748990e-02	3.190790e+00
2.216870658748990e-02	3.190792e+00
2.217870658748990e-02	3.190791e+00
2.218870658748990e-02	3.190793e+00
2.219870658748990e-02	3.190792e+00
2.220870658748991e-02	3.190794e+00
2.221870658748991e-02	3.190792e+00
2.222870658748990e-02	3.190794e+00
2.223870658748990e-02	3.190793e+00
2.224870658748990e-02	3.190795e+00
2.225870658748990e-02	3.190793e+00
2.226870658748990e-02	3.190795e+00
2.227870658748990e-02	3.190794e+00
2.228870658748991e-02	3.190796e+00
2.229870658748991e-02	3.190794e+00
2.230870658748991e-02	3.190796e+00
2.231870658748990e-02	3.190795e+00
2.232870658748990e-02	3.190797e+00
2.233870658748990e-02	3.190795e+00
2.234870658748990e-02	3.190797e+00
2.235870658748990e-02	3.190795e+00
2.236870658748990e-02	3.190797e+00
2.237870658748991e-02	3.190796e+00
2.238870658748991e-02	3.190798e+00
2.239870658748990e-02	3.190796e+00
2.240870658748990e-02	3.190798e+00
2.241870658748990e-02	3.190797e+00
2.242870658748990e-02	3.190798e+00
2.243870658748990e-02	3.190797e+00
2.244870658748990e-02	3.190799e+00
2.245870658748991e-02	3.190797e+00
2.246870658748991e-02	3.190799e+00
2.247870658748991e-02	3.190797e+00
2.248870658748990e-02	3.190799e+00
2.249870658748990e-02	3.190798e+00
