Save Time: 2026-07-14 15:22:35,,,
Units:(mV),,,
,CH1,CH2,
Frequency:,2.845 Hz,1.420 Hz,
Period:,351.500 mS,704.000 mS,
SP:,1000.000 uS,1000.000 uS,
PK-PK:,3.600 V,3.360 V,
,,,
1305,1304000,160,3280
1306,1305000,160,3280
1307,1306000,0,3200
1308,1307000,80,3280
1309,1308000,80,3200
1310,1309000,80,3280
1311,1310000,80,3200
1312,1311000,80,3200
1313,1312000,80,3200
1314,1313000,160,3280
1315,1314000,0,3200
1316,1315000,0,3280
1317,1316000,160,3200
1318,1317000,160,3280
1319,1318000,80,3200
1320,1319000,80,3280
1321,1320000,80,3280
1322,1321000,160,3280
1323,1322000,80,3200
1324,1323000,80,3200
1325,1324000,80,3280
1326,1325000,160,3280
1327,1326000,0,3200
1328,1327000,0,3280
1329,1328000,80,3200
1330,1329000,160,3280
1331,1330000,0,3200
1332,1331000,80,3200
1333,1332000,80,3200
1334,1333000,160,3280
1335,1334000,80,3200
1336,1335000,80,3200
1337,1336000,80,3200
1338,1337000,160,3280
1339,1338000,80,3120
1340,1339000,160,3200
1341,1340000,80,3280
1342,1341000,160,3280
1343,1342000,0,3200
1344,1343000,80,3200
1345,1344000,80,3200
1346,1345000,80,3280
1347,1346000,0,3200
1348,1347000,80,3280
1349,1348000,0,3280
1350,1349000,80,3280
1351,1350000,0,3120
1352,1351000,80,3280
1353,1352000,80,3280
1354,1353000,80,3280
1355,1354000,0,3200
1356,1355000,80,3200
1357,1356000,80,3200
1358,1357000,80,3280
1359,1358000,80,3200
1360,1359000,80,3280
1361,1360000,80,3200
1362,1361000,160,3280
1363,1362000,0,3200
1364,1363000,0,3200
1365,1364000,80,3280
1366,1365000,80,3280
1367,1366000,0,3200
1368,1367000,80,3280
1369,1368000,80,3280
1370,1369000,160,3280
1371,1370000,80,3200
1372,1371000,160,3280
1373,1372000,80,3200
1374,1373000,80,3280
1375,1374000,80,3120
1376,1375000,80,3280
1377,1376000,160,3200
1378,1377000,160,3280
1379,1378000,80,3200
1380,1379000,160,3200
1381,1380000,80,3200
1382,1381000,160,3280
1383,1382000,0,3200
1384,1383000,80,3200
1385,1384000,80,3280
1386,1385000,160,3280
1387,1386000,80,3200
1388,1387000,160,3200
1389,1388000,80,3280
1390,1389000,80,3280
1391,1390000,0,3200
1392,1391000,0,3280
1393,1392000,0,3280
1394,1393000,80,3280
1395,1394000,0,3200
1396,1395000,80,3280
1397,1396000,80,3280
1398,1397000,160,3280
1399,1398000,80,3120
1400,1399000,80,3280
1401,1400000,160,3200
1402,1401000,160,3280
1403,1402000,0,3200
1404,1403000,160,3280
1405,1404000,80,3200
1406,1405000,160,3280
1407,1406000,80,3200
1408,1407000,80,3200
1409,1408000,80,3280
1410,1409000,160,3280
1411,1410000,0,3200
1412,1411000,80,3200
1413,1412000,80,3200
1414,1413000,80,3280
1415,1414000,0,3200
1416,1415000,80,3280
1417,1416000,80,3200
1418,1417000,160,3280
1419,1418000,0,3200
1420,1419000,80,3280
1421,1420000,80,3280
1422,1421000,160,3280
1423,1422000,80,3200
1424,1423000,80,3200
1425,1424000,80,3280
1426,1425000,160,3280
1427,1426000,0,2720
1428,1427000,160,2720
1429,1428000,80,2800
1430,1429000,80,2800
1431,1430000,0,2640
1432,1431000,80,2720
1433,1432000,80,2720
1434,1433000,160,2800
1435,1434000,0,2640
1436,1435000,80,2720
1437,1436000,80,2800
1438,1437000,160,2800
1439,1438000,0,2640
1440,1439000,80,2800
1441,1440000,80,2800
1442,1441000,160,2800
1443,1442000,80,2640
1444,1443000,80,2720
1445,1444000,160,2720
1446,1445000,160,2800
1447,1446000,80,2640
1448,1447000,80,2720
1449,1448000,80,2720
1450,1449000,160,2800
1451,1450000,80,2640
1452,1451000,80,2640
1453,1452000,80,2720
1454,1453000,160,2800
1455,1454000,80,2720
1456,1455000,80,2720
1457,1456000,160,2720
1458,1457000,160,2800
1459,1458000,80,2640
1460,1459000,80,2720
1461,1460000,0,2720
1462,1461000,160,2800
1463,1462000,0,2640
1464,1463000,160,2720
1465,1464000,80,2720
1466,1465000,160,2800
1467,1466000,80,2720
1468,1467000,80,2720
1469,1468000,80,2640
1470,1469000,3520,2800
1471,1470000,0,2640
1472,1471000,3440,2720
1473,1472000,3440,2720
1474,1473000,3520,2800
1475,1474000,3360,2640
1476,1475000,3360,2720
1477,1476000,3440,2720
1478,1477000,3520,2800
1479,1478000,3440,800
1480,1479000,3520,880
1481,1480000,3440,880
1482,1481000,3520,960
1483,1482000,3440,800
1484,1483000,3440,880
1485,1484000,3440,880
1486,1485000,3520,960
1487,1486000,3440,800
1488,1487000,3440,880
1489,1488000,3520,800
1490,1489000,3520,960
1491,1490000,3360,800
1492,1491000,3360,960
1493,1492000,3440,880
1494,1493000,3520,960
1495,1494000,3360,800
1496,1495000,3440,880
1497,1496000,3440,880
1498,1497000,3520,960
1499,1498000,3440,880
1500,1499000,3440,880
1501,1500000,3440,880
1502,1501000,3520,960
1503,1502000,3440,880
1504,1503000,3440,880
1505,1504000,3440,880
1506,1505000,3520,880
1507,1506000,3440,880
1508,1507000,3440,880
1509,1508000,3440,880
1510,1509000,3520,960
1511,1510000,3440,880
1512,1511000,3440,880
1513,1512000,3440,880
1514,1513000,3520,960
1515,1514000,3440,800
1516,1515000,3520,880
1517,1516000,3440,880
1518,1517000,3520,960
1519,1518000,3440,800
1520,1519000,3520,880
1521,1520000,3440,880
1522,1521000,3520,960
1523,1522000,3360,800
1524,1523000,3520,880
1525,1524000,3520,880
1526,1525000,3520,960
1527,1526000,3440,880
1528,1527000,3520,880
1529,1528000,3440,880
1530,1529000,3520,960
1531,1530000,3440,800
1532,1531000,3440,880
1533,1532000,3440,880
1534,1533000,3520,960
1535,1534000,3360,800
1536,1535000,3440,880
1537,1536000,3520,880
1538,1537000,3520,960
1539,1538000,3360,880
1540,1539000,3440,880
1541,1540000,3440,880
1542,1541000,3520,880
1543,1542000,3440,880
1544,1543000,3440,880
1545,1544000,3440,880
1546,1545000,3520,960
1547,1546000,3360,800
1548,1547000,3360,880
1549,1548000,3440,880
1550,1549000,3520,960
1551,1550000,3440,880
1552,1551000,3440,880
1553,1552000,3440,880
1554,1553000,3520,960
1555,1554000,3440,880
1556,1555000,3440,880
1557,1556000,3360,960
1558,1557000,3520,960
1559,1558000,3360,800
1560,1559000,3520,880
1561,1560000,3440,880
1562,1561000,3520,960
1563,1562000,3360,880
1564,1563000,3360,960
1565,1564000,3440,880
1566,1565000,3520,960
1567,1566000,3440,800
1568,1567000,3440,960
1569,1568000,3520,880
1570,1569000,3520,960
1571,1570000,3440,800
1572,1571000,3520,880
1573,1572000,3440,960
1574,1573000,3520,960
1575,1574000,3360,800
1576,1575000,3440,880
1577,1576000,3440,880
1578,1577000,3520,960
1579,1578000,3360,800
1580,1579000,3440,880
1581,1580000,3440,880
1582,1581000,3520,960
1583,1582000,3440,800
1584,1583000,3520,880
1585,1584000,3440,880
1586,1585000,3520,880
1587,1586000,3440,800
1588,1587000,3440,800
1589,1588000,3440,880
1590,1589000,3520,960
1591,1590000,3440,800
1592,1591000,3520,880
1593,1592000,3360,800
1594,1593000,3520,960
1595,1594000,3360,800
1596,1595000,3440,960
1597,1596000,3440,880
1598,1597000,3520,960
1599,1598000,3440,880
1600,1599000,3520,880
1601,1600000,3360,880
1602,1601000,3520,960
1603,1602000,3360,800
1604,1603000,3520,880
1605,1604000,3520,880
1606,1605000,3520,960
1607,1606000,3440,880
1608,1607000,3440,880
1609,1608000,3520,880
1610,1609000,3520,960
1611,1610000,3440,800
1612,1611000,3440,880
1613,1612000,3440,880
1614,1613000,3520,880
1615,1614000,3440,800
1616,1615000,3520,880
1617,1616000,3440,960
1618,1617000,3520,960
1619,1618000,3360,800
1620,1619000,3520,880
1621,1620000,3440,960
1622,1621000,3520,960
1623,1622000,3440,880
1624,1623000,3440,880
1625,1624000,3440,880
1626,1625000,3520,880
1627,1626000,3360,800
1628,1627000,3520,880
1629,1628000,3440,880
1630,1629000,3520,880
1631,1630000,3360,800
1632,1631000,3440,880
1633,1632000,3440,880
1634,1633000,3520,1040
1635,1634000,3440,800
1636,1635000,3440,1040
1637,1636000,3520,880
1638,1637000,3520,880
1639,1638000,3360,880
1640,1639000,3440,880
1641,1640000,3440,960
1642,1641000,3520,960
1643,1642000,3440,880
1644,1643000,3440,960
1645,1644000,3520,880
1646,1645000,3520,960
1647,1646000,3440,880
1648,1647000,3440,960
1649,1648000,3440,880
1650,1649000,3520,960
1651,1650000,3440,800
1652,1651000,3440,880
1653,1652000,3520,880
1654,1653000,3520,880
1655,1654000,3440,880
1656,1655000,3520,880
1657,1656000,3440,960
1658,1657000,3520,960
1659,1658000,3440,800
1660,1659000,3440,880
1661,1660000,3440,880
1662,1661000,3520,960
1663,1662000,3360,800
1664,1663000,3440,880
1665,1664000,3440,880
1666,1665000,3520,880
1667,1666000,3440,800
1668,1667000,3440,800
1669,1668000,3520,960
1670,1669000,3520,960
1671,1670000,3440,800
1672,1671000,3440,880
1673,1672000,3440,960
1674,1673000,3520,960
1675,1674000,3440,880
1676,1675000,3440,880
1677,1676000,3440,880
1678,1677000,3520,960
1679,1678000,3360,880
1680,1679000,3440,960
1681,1680000,3440,880
1682,1681000,3520,960
1683,1682000,3440,800
1684,1683000,3520,880
1685,1684000,3440,880
1686,1685000,3520,960
1687,1686000,3440,800
1688,1687000,3520,880
1689,1688000,3440,880
1690,1689000,3520,960
1691,1690000,3440,800
1692,1691000,3440,800
1693,1692000,3520,880
1694,1693000,3520,960
1695,1694000,3360,800
1696,1695000,3440,960
1697,1696000,3440,880
1698,1697000,3520,960
1699,1698000,3440,800
1700,1699000,3440,880
1701,1700000,3520,800
1702,1701000,3520,880
1703,1702000,3360,800
1704,1703000,3360,880
1705,1704000,3520,880
1706,1705000,3520,880
1707,1706000,3440,880
1708,1707000,3440,880
1709,1708000,3440,800
1710,1709000,3520,960
1711,1710000,3440,800
1712,1711000,3440,960
1713,1712000,3360,880
1714,1713000,3520,960
1715,1714000,3360,880
1716,1715000,3440,880
1717,1716000,3440,880
1718,1717000,3520,960
1719,1718000,3440,880
1720,1719000,3520,880
1721,1720000,3520,960
1722,1721000,3520,960
1723,1722000,3440,880
1724,1723000,3440,880
1725,1724000,3520,880
1726,1725000,3520,960
1727,1726000,3360,800
1728,1727000,3440,880
1729,1728000,80,960
1730,1729000,80,960
1731,1730000,80,800
1732,1731000,80,880
1733,1732000,80,880
1734,1733000,160,960
1735,1734000,80,880
1736,1735000,80,960
1737,1736000,160,880
1738,1737000,160,960
1739,1738000,80,880
1740,1739000,80,880
1741,1740000,80,880
1742,1741000,160,960
1743,1742000,80,800
1744,1743000,80,880
1745,1744000,160,880
1746,1745000,160,960
1747,1746000,80,880
1748,1747000,80,880
1749,1748000,80,880
1750,1749000,160,880
1751,1750000,80,800
1752,1751000,80,880
1753,1752000,80,960
1754,1753000,80,960
1755,1754000,80,880
1756,1755000,80,880
1757,1756000,80,800
1758,1757000,160,880
1759,1758000,0,800
1760,1759000,0,880
1761,1760000,80,880
1762,1761000,160,960
1763,1762000,0,800
1764,1763000,80,880
1765,1764000,80,880
1766,1765000,160,960
1767,1766000,80,800
1768,1767000,80,880
1769,1768000,160,880
1770,1769000,160,960
1771,1770000,80,800
1772,1771000,80,880
1773,1772000,80,880
1774,1773000,80,880
1775,1774000,80,880
1776,1775000,80,880
1777,1776000,80,960
1778,1777000,160,2800
1779,1778000,80,880
1780,1779000,80,2720
1781,1780000,80,2720
1782,1781000,3520,2800
1783,1782000,80,2640
1784,1783000,3520,2800
1785,1784000,3440,2800
1786,1785000,3520,2800
1787,1786000,3360,2720
1788,1787000,3440,2720
1789,1788000,3440,2800
1790,1789000,3520,2800
1791,1790000,3440,2640
1792,1791000,3440,2720
1793,1792000,3440,2800
1794,1793000,3520,2800
1795,1794000,3360,2640
1796,1795000,3440,2720
1797,1796000,3520,2800
1798,1797000,3520,2800
1799,1798000,3360,2720
1800,1799000,3520,2720
1801,1800000,3520,2720
1802,1801000,3520,2800
1803,1802000,3360,2640
1804,1803000,3440,2800
1805,1804000,3440,2720
1806,1805000,3520,2800
1807,1806000,3440,2640
1808,1807000,3440,2800
1809,1808000,3440,2720
1810,1809000,3520,2800
1811,1810000,3440,2720
1812,1811000,3520,2800
1813,1812000,3440,2800
1814,1813000,3440,2800
1815,1814000,3440,2640
1816,1815000,3440,2800
1817,1816000,3440,2800
1818,1817000,3520,2800
1819,1818000,3360,2720
1820,1819000,3440,2720
1821,1820000,3440,2800
1822,1821000,3520,2800
1823,1822000,80,2640
1824,1823000,80,2720
1825,1824000,80,2720
1826,1825000,160,2800
1827,1826000,0,2720
1828,1827000,80,2720
1829,1828000,80,2800
1830,1829000,160,3280
1831,1830000,0,2720
1832,1831000,80,3280
1833,1832000,160,3280
1834,1833000,160,3280
1835,1834000,80,3200
1836,1835000,80,3200
1837,1836000,80,3200
1838,1837000,160,3280
1839,1838000,80,3200
1840,1839000,80,3280
1841,1840000,80,3280
1842,1841000,80,3280
1843,1842000,80,3200
1844,1843000,80,3280
1845,1844000,80,3280
1846,1845000,80,3280
1847,1846000,0,3200
1848,1847000,80,3200
1849,1848000,160,3280
1850,1849000,160,3280
1851,1850000,0,3200
1852,1851000,80,3280
1853,1852000,80,3280
1854,1853000,160,3280
1855,1854000,0,3200
1856,1855000,80,3200
1857,1856000,80,3280
1858,1857000,80,3280
1859,1858000,80,3200
1860,1859000,80,3280
1861,1860000,80,3200
1862,1861000,160,3280
1863,1862000,0,3200
1864,1863000,80,3200
1865,1864000,0,3280
1866,1865000,160,3280
1867,1866000,0,3200
1868,1867000,80,3280
1869,1868000,80,3200
1870,1869000,80,3280
1871,1870000,0,3200
1872,1871000,0,3280
1873,1872000,160,3280
1874,1873000,160,3280
1875,1874000,80,3200
1876,1875000,80,3280
1877,1876000,80,3280
1878,1877000,160,3280
1879,1878000,0,3200
1880,1879000,0,3200
1881,1880000,80,3280
1882,1881000,160,3280
1883,1882000,0,3200
1884,1883000,80,3200
1885,1884000,80,3280
1886,1885000,160,3280
1887,1886000,80,3200
1888,1887000,80,3280
1889,1888000,160,3200
1890,1889000,160,3280
1891,1890000,80,3200
1892,1891000,80,3200
1893,1892000,80,3200
1894,1893000,80,3280
1895,1894000,0,3200
1896,1895000,0,3200
1897,1896000,80,3280
1898,1897000,80,3280
1899,1898000,80,3200
1900,1899000,80,3200
1901,1900000,80,3280
1902,1901000,160,3280
1903,1902000,0,3200
1904,1903000,80,3280
1905,1904000,80,3280
1906,1905000,80,3360
1907,1906000,80,3200
1908,1907000,80,3280
1909,1908000,80,3200
1910,1909000,80,3280
1911,1910000,0,3200
1912,1911000,80,3280
1913,1912000,160,3280
1914,1913000,160,3280
1915,1914000,80,3200
1916,1915000,80,3200
1917,1916000,80,3200
1918,1917000,160,3280
1919,1918000,0,3200
1920,1919000,80,3200
1921,1920000,80,3280
1922,1921000,160,3280
1923,1922000,80,3200
1924,1923000,80,3280
1925,1924000,80,3280
1926,1925000,160,3280
1927,1926000,80,3200
1928,1927000,160,3280
1929,1928000,80,3280
1930,1929000,80,3280
1931,1930000,80,3120
1932,1931000,80,3280
1933,1932000,80,3280
1934,1933000,80,3280
1935,1934000,80,3200
1936,1935000,80,3200
1937,1936000,80,3200
1938,1937000,160,3280
1939,1938000,0,3200
1940,1939000,0,3200
1941,1940000,80,3280
1942,1941000,80,3280
1943,1942000,80,3200
1944,1943000,80,3280
1945,1944000,80,3200
1946,1945000,80,3280
1947,1946000,80,3200
1948,1947000,80,3280
1949,1948000,0,3280
1950,1949000,160,3280
1951,1950000,0,3200
1952,1951000,80,3280
1953,1952000,80,3200
1954,1953000,160,3280
1955,1954000,0,3200
1956,1955000,160,3200
1957,1956000,80,3200
1958,1957000,80,3280
1959,1958000,0,3200
1960,1959000,80,3280
1961,1960000,80,3280
1962,1961000,160,3280
1963,1962000,80,3200
1964,1963000,80,3280
1965,1964000,80,3280
1966,1965000,80,3280
1967,1966000,80,3200
1968,1967000,80,3280
1969,1968000,80,3200
1970,1969000,80,3280
1971,1970000,80,3200
1972,1971000,80,3280
1973,1972000,80,3280
1974,1973000,160,3280
1975,1974000,0,3200
1976,1975000,80,3200
1977,1976000,80,3200
1978,1977000,160,3280
1979,1978000,80,3200
1980,1979000,160,3200
1981,1980000,80,3280
1982,1981000,160,3280
1983,1982000,80,3200
1984,1983000,80,3280
1985,1984000,80,3280
1986,1985000,80,3280
1987,1986000,80,3200
1988,1987000,80,3280
1989,1988000,80,3280
1990,1989000,80,3280
1991,1990000,80,3200
1992,1991000,80,3200
1993,1992000,80,3200
1994,1993000,80,3280
1995,1994000,0,3200
1996,1995000,80,3200
1997,1996000,0,3280
1998,1997000,160,3280
1999,1998000,0,3200
2000,1999000,80,3280
2001,2000000,80,3280
2002,2001000,80,3280
2003,2002000,80,3200
2004,2003000,80,3200
2005,2004000,80,3280
2006,2005000,80,3280
2007,2006000,80,3200
2008,2007000,80,3200
2009,2008000,160,3280
2010,2009000,160,3280
2011,2010000,80,3200
2012,2011000,80,3280
2013,2012000,80,3280
2014,2013000,160,3280
2015,2014000,0,3200
2016,2015000,80,3280
2017,2016000,80,3280
2018,2017000,80,3280
2019,2018000,0,3200
2020,2019000,80,3280
2021,2020000,80,3200
2022,2021000,160,3280
2023,2022000,0,3200
2024,2023000,0,3280
2025,2024000,80,3280
2026,2025000,160,3280
2027,2026000,80,3200
2028,2027000,80,3280
2029,2028000,160,3280
2030,2029000,160,3280
2031,2030000,80,3200
2032,2031000,80,3280
2033,2032000,0,3280
2034,2033000,160,3280
2035,2034000,0,3200
2036,2035000,80,3280
2037,2036000,160,3200
2038,2037000,160,3280
2039,2038000,0,3200
2040,2039000,80,3200
2041,2040000,80,3200
2042,2041000,160,3280
2043,2042000,0,3200
2044,2043000,80,3200
2045,2044000,80,3200
2046,2045000,160,3280
2047,2046000,80,3200
2048,2047000,80,3200
2049,2048000,80,3200
2050,2049000,160,3280
2051,2050000,0,3200
2052,2051000,160,3280
2053,2052000,80,3280
2054,2053000,160,3280
2055,2054000,0,3200
2056,2055000,80,3200
2057,2056000,80,3200
2058,2057000,80,3280
2059,2058000,80,3200
2060,2059000,80,3280
2061,2060000,0,3200
2062,2061000,80,3280
2063,2062000,0,3200
2064,2063000,80,3200
2065,2064000,80,3280
2066,2065000,80,3280
2067,2066000,0,3200
2068,2067000,80,3200
2069,2068000,80,3200
2070,2069000,160,3280
2071,2070000,80,3200
2072,2071000,80,3280
2073,2072000,80,3200
2074,2073000,160,3280
2075,2074000,0,3200
2076,2075000,0,3280
2077,2076000,80,3200
2078,2077000,80,3280
2079,2078000,0,3200
2080,2079000,80,3200
2081,2080000,0,3280
2082,2081000,160,3280
2083,2082000,0,3200
2084,2083000,80,3280
2085,2084000,80,3280
2086,2085000,160,3280
2087,2086000,0,3200
2088,2087000,160,3200
2089,2088000,80,3280
2090,2089000,80,3280
2091,2090000,0,3200
2092,2091000,80,3280
2093,2092000,80,3200
2094,2093000,160,3280
2095,2094000,0,3200
2096,2095000,80,3200
2097,2096000,80,3200
2098,2097000,160,3280
2099,2098000,80,3200
2100,2099000,80,3200
2101,2100000,80,3200
2102,2101000,160,3360
2103,2102000,0,3200
2104,2103000,80,3280
2105,2104000,160,3280
2106,2105000,160,3280
2107,2106000,0,3200
2108,2107000,80,3200
2109,2108000,80,3280
2110,2109000,160,3280
2111,2110000,80,3200
2112,2111000,80,3280
2113,2112000,80,3280
2114,2113000,160,3280
2115,2114000,0,3200
2116,2115000,80,3280
2117,2116000,80,3200
2118,2117000,80,3280
2119,2118000,0,3200
2120,2119000,80,3200
2121,2120000,80,3200
2122,2121000,160,3280
2123,2122000,0,3200
2124,2123000,80,3200
2125,2124000,80,3280
2126,2125000,80,3360
2127,2126000,0,3200
2128,2127000,80,3200
2129,2128000,80,2800
2130,2129000,160,2800
2131,2130000,80,2720
2132,2131000,80,2720
2133,2132000,80,2720
2134,2133000,160,2800
2135,2134000,0,2720
2136,2135000,80,2800
2137,2136000,80,2720
2138,2137000,160,2800
2139,2138000,80,2720
2140,2139000,160,2800
2141,2140000,80,2800
2142,2141000,160,2800
2143,2142000,80,2720
2144,2143000,80,2720
2145,2144000,80,2800
2146,2145000,160,2800
2147,2146000,0,2720
2148,2147000,80,2800
2149,2148000,80,2720
2150,2149000,160,2800
2151,2150000,0,2720
2152,2151000,0,2720
2153,2152000,80,2720
2154,2153000,160,2800
2155,2154000,80,2720
2156,2155000,80,2800
2157,2156000,0,2720
2158,2157000,80,2800
2159,2158000,0,2720
2160,2159000,80,2720
2161,2160000,80,2800
2162,2161000,80,2800
2163,2162000,80,2640
2164,2163000,80,2720
2165,2164000,80,2720
2166,2165000,80,2800
2167,2166000,80,2720
2168,2167000,80,2720
2169,2168000,80,2800
2170,2169000,160,2800
2171,2170000,80,2720
2172,2171000,80,2720
2173,2172000,80,2720
2174,2173000,3520,2800
2175,2174000,0,2720
2176,2175000,3520,2720
2177,2176000,3360,2800
2178,2177000,3520,2800
2179,2178000,3360,2720
2180,2179000,3360,2720
2181,2180000,3440,2720
2182,2181000,3520,2800
2183,2182000,3440,880
2184,2183000,3440,880
2185,2184000,3440,880
2186,2185000,3520,880
2187,2186000,3360,800
2188,2187000,3440,880
2189,2188000,3440,880
2190,2189000,3520,880
2191,2190000,3440,880
2192,2191000,3440,880
2193,2192000,3440,880
2194,2193000,3520,960
2195,2194000,3440,880
2196,2195000,3440,960
2197,2196000,3360,880
2198,2197000,3520,960
2199,2198000,3360,880
2200,2199000,3360,960
2201,2200000,3360,960
2202,2201000,3520,960
2203,2202000,3360,800
2204,2203000,3440,880
2205,2204000,3440,880
2206,2205000,3520,960
2207,2206000,3360,880
2208,2207000,3440,880
2209,2208000,3440,880
2210,2209000,3520,880
2211,2210000,3440,880
2212,2211000,3520,880
2213,2212000,3440,880
2214,2213000,3520,960
2215,2214000,3440,800
2216,2215000,3440,880
2217,2216000,3520,880
2218,2217000,3520,880
2219,2218000,3360,800
2220,2219000,3520,880
2221,2220000,3440,880
2222,2221000,3520,880
2223,2222000,3440,880
2224,2223000,3440,880
2225,2224000,3440,880
2226,2225000,3520,880
2227,2226000,3360,880
2228,2227000,3440,880
2229,2228000,3520,880
2230,2229000,3520,880
2231,2230000,3440,800
2232,2231000,3440,880
2233,2232000,3440,720
2234,2233000,3520,960
2235,2234000,3440,720
2236,2235000,3440,880
2237,2236000,3440,880
2238,2237000,3520,880
2239,2238000,3440,800
2240,2239000,3440,800
2241,2240000,3440,880
2242,2241000,3520,960
2243,2242000,3360,800
2244,2243000,3440,800
2245,2244000,3440,880
2246,2245000,3520,880
2247,2246000,3360,880
2248,2247000,3360,880
2249,2248000,3440,880
2250,2249000,3520,960
2251,2250000,3360,880
2252,2251000,3360,880
2253,2252000,3440,880
2254,2253000,3520,960
2255,2254000,3440,880
2256,2255000,3440,960
2257,2256000,3440,880
2258,2257000,3520,960
2259,2258000,3440,880
2260,2259000,3440,880
2261,2260000,3440,880
2262,2261000,3520,960
2263,2262000,3440,880
2264,2263000,3440,960
2265,2264000,3520,880
2266,2265000,3520,960
2267,2266000,3440,800
2268,2267000,3440,880
2269,2268000,3440,880
2270,2269000,3520,880
2271,2270000,3360,800
2272,2271000,3440,800
2273,2272000,3440,880
2274,2273000,3440,880
2275,2274000,3440,800
2276,2275000,3440,880
2277,2276000,3440,880
2278,2277000,3520,880
2279,2278000,3440,880
2280,2279000,3440,880
2281,2280000,3440,960
2282,2281000,3520,960
2283,2282000,3360,800
2284,2283000,3440,880
2285,2284000,3440,880
2286,2285000,3520,960
2287,2286000,3440,880
2288,2287000,3440,880
2289,2288000,3440,880
2290,2289000,3520,960
2291,2290000,3440,880
2292,2291000,3520,880
2293,2292000,3440,880
2294,2293000,3520,880
2295,2294000,3440,880
2296,2295000,3520,880
2297,2296000,3520,880
2298,2297000,3520,960
2299,2298000,3360,880
2300,2299000,3520,960
2301,2300000,3440,880
2302,2301000,3520,880
2303,2302000,3440,800
2304,2303000,3520,800
2305,2304000,3440,880
2306,2305000,3520,960
2307,2306000,3440,800
2308,2307000,3520,880
2309,2308000,3440,880
2310,2309000,3520,960
2311,2310000,3360,880
2312,2311000,3440,880
2313,2312000,3440,880
2314,2313000,3520,960
2315,2314000,3360,800
2316,2315000,3440,800
2317,2316000,3520,960
2318,2317000,3520,960
2319,2318000,3360,880
2320,2319000,3360,880
2321,2320000,3440,880
2322,2321000,3520,880
2323,2322000,3440,880
2324,2323000,3520,880
2325,2324000,3440,880
2326,2325000,3520,880
2327,2326000,3440,880
2328,2327000,3520,880
2329,2328000,3440,880
2330,2329000,3520,880
2331,2330000,3360,800
2332,2331000,3440,800
2333,2332000,3440,880
2334,2333000,3520,960
2335,2334000,3440,880
2336,2335000,3520,880
2337,2336000,3440,960
2338,2337000,3520,960
2339,2338000,3360,880
2340,2339000,3440,880
2341,2340000,3520,880
2342,2341000,3520,960
2343,2342000,3360,880
2344,2343000,3360,880
2345,2344000,3440,880
2346,2345000,3520,880
2347,2346000,3360,880
2348,2347000,3440,880
2349,2348000,3440,880
2350,2349000,3520,960
2351,2350000,3440,800
2352,2351000,3520,880
2353,2352000,3520,880
2354,2353000,3520,960
2355,2354000,3360,800
2356,2355000,3440,800
2357,2356000,3440,880
2358,2357000,3520,960
2359,2358000,3440,800
2360,2359000,3440,960
2361,2360000,3520,960
2362,2361000,3520,960
2363,2362000,3440,880
2364,2363000,3440,960
2365,2364000,3440,880
2366,2365000,3520,960
2367,2366000,3440,880
2368,2367000,3440,880
2369,2368000,3440,880
2370,2369000,3440,960
2371,2370000,3360,800
2372,2371000,3440,960
2373,2372000,3520,960
2374,2373000,3520,960
2375,2374000,3360,880
2376,2375000,3440,880
2377,2376000,3440,960
2378,2377000,3520,960
2379,2378000,3440,800
2380,2379000,3520,800
2381,2380000,3440,880
2382,2381000,3520,960
2383,2382000,3360,880
2384,2383000,3440,880
2385,2384000,3440,880
2386,2385000,3520,880
2387,2386000,3440,800
2388,2387000,3520,880
2389,2388000,3520,880
2390,2389000,3520,960
2391,2390000,3440,880
2392,2391000,3440,880
2393,2392000,3440,880
2394,2393000,3520,960
2395,2394000,3360,880
2396,2395000,3440,880
2397,2396000,3440,880
2398,2397000,3520,880
2399,2398000,3440,880
2400,2399000,3440,880
2401,2400000,3440,960
2402,2401000,3520,960
2403,2402000,3360,880
2404,2403000,3440,880
2405,2404000,3440,800
2406,2405000,3520,960
2407,2406000,3440,800
2408,2407000,3440,880
2409,2408000,3440,880
2410,2409000,3520,960
2411,2410000,3360,880
2412,2411000,3520,880
2413,2412000,3440,880
2414,2413000,3520,880
2415,2414000,3440,880
2416,2415000,3520,880
2417,2416000,3440,880
2418,2417000,3520,960
2419,2418000,3360,880
2420,2419000,3360,880
2421,2420000,3440,880
2422,2421000,3520,960
2423,2422000,3360,880
2424,2423000,3440,880
2425,2424000,3360,880
2426,2425000,3520,960
2427,2426000,3360,880
2428,2427000,3440,880
2429,2428000,3440,880
2430,2429000,3440,960
2431,2430000,80,880
2432,2431000,80,880
2433,2432000,80,880
2434,2433000,80,880
2435,2434000,0,880
2436,2435000,80,880
2437,2436000,80,880
2438,2437000,80,960
2439,2438000,80,880
2440,2439000,80,880
2441,2440000,80,960
2442,2441000,80,960
2443,2442000,0,800
2444,2443000,80,880
2445,2444000,80,800
2446,2445000,80,880
2447,2446000,0,800
2448,2447000,80,880
2449,2448000,80,880
2450,2449000,160,880
2451,2450000,0,800
2452,2451000,80,880
2453,2452000,80,880
2454,2453000,160,960
2455,2454000,0,880
2456,2455000,80,880
2457,2456000,80,880
2458,2457000,160,960
2459,2458000,0,880
2460,2459000,160,880
2461,2460000,80,880
