Save Time: 2026-07-14 15:24:45,,,
Units:(mV),,,
,CH1,CH2,
Frequency:,2.845 Hz,?,
Period:,351.500 mS,?,
SP:,1000.000 uS,1000.000 uS,
PK-PK:,3.600 V,800.000 mV,
,,,
1112,1111000,3440,-480
1113,1112000,3440,-560
1114,1113000,3520,-480
1115,1114000,3440,-560
1116,1115000,3520,-560
1117,1116000,3440,-560
1118,1117000,3520,-480
1119,1118000,80,-560
1120,1119000,80,-560
1121,1120000,80,-480
1122,1121000,160,-480
1123,1122000,80,-560
1124,1123000,80,-480
1125,1124000,160,-480
1126,1125000,160,0
1127,1126000,0,-560
1128,1127000,80,0
1129,1128000,80,80
1130,1129000,80,80
1131,1130000,0,0
1132,1131000,0,80
1133,1132000,80,80
1134,1133000,80,80
1135,1134000,80,0
1136,1135000,80,0
1137,1136000,80,80
1138,1137000,160,80
1139,1138000,80,0
1140,1139000,160,80
1141,1140000,80,0
1142,1141000,160,80
1143,1142000,80,0
1144,1143000,80,0
1145,1144000,80,80
1146,1145000,160,80
1147,1146000,0,0
1148,1147000,80,80
1149,1148000,80,80
1150,1149000,160,80
1151,1150000,0,0
1152,1151000,80,0
1153,1152000,80,0
1154,1153000,160,160
1155,1154000,80,0
1156,1155000,80,0
1157,1156000,80,80
1158,1157000,160,80
1159,1158000,0,0
1160,1159000,80,80
1161,1160000,80,0
1162,1161000,160,80
1163,1162000,80,0
1164,1163000,80,0
1165,1164000,80,0
1166,1165000,160,80
1167,1166000,80,0
1168,1167000,80,80
1169,1168000,0,0
1170,1169000,80,80
1171,1170000,0,-80
1172,1171000,0,0
1173,1172000,80,80
1174,1173000,80,80
1175,1174000,0,0
1176,1175000,0,80
1177,1176000,80,0
1178,1177000,80,80
1179,1178000,80,0
1180,1179000,80,0
1181,1180000,80,80
1182,1181000,160,80
1183,1182000,80,0
1184,1183000,80,80
1185,1184000,80,80
1186,1185000,80,80
1187,1186000,80,0
1188,1187000,80,80
1189,1188000,80,0
1190,1189000,160,80
1191,1190000,0,-80
1192,1191000,80,80
1193,1192000,80,0
1194,1193000,240,80
1195,1194000,80,0
1196,1195000,80,0
1197,1196000,80,0
1198,1197000,80,80
1199,1198000,0,0
1200,1199000,80,80
1201,1200000,80,-80
1202,1201000,160,80
1203,1202000,0,-80
1204,1203000,80,80
1205,1204000,0,0
1206,1205000,160,80
1207,1206000,0,0
1208,1207000,0,80
1209,1208000,0,0
1210,1209000,160,80
1211,1210000,0,0
1212,1211000,80,0
1213,1212000,80,0
1214,1213000,160,80
1215,1214000,80,0
1216,1215000,80,0
1217,1216000,80,80
1218,1217000,80,80
1219,1218000,80,0
1220,1219000,80,80
1221,1220000,80,0
1222,1221000,160,80
1223,1222000,80,0
1224,1223000,80,0
1225,1224000,80,80
1226,1225000,80,80
1227,1226000,80,0
1228,1227000,80,0
1229,1228000,80,0
1230,1229000,160,80
1231,1230000,0,0
1232,1231000,80,80
1233,1232000,80,80
1234,1233000,160,80
1235,1234000,0,0
1236,1235000,160,0
1237,1236000,80,0
1238,1237000,80,160
1239,1238000,0,0
1240,1239000,80,160
1241,1240000,80,0
1242,1241000,160,80
1243,1242000,80,-80
1244,1243000,80,80
1245,1244000,80,0
1246,1245000,80,80
1247,1246000,80,0
1248,1247000,80,80
1249,1248000,80,0
1250,1249000,80,80
1251,1250000,0,0
1252,1251000,0,80
1253,1252000,80,0
1254,1253000,80,80
1255,1254000,0,0
1256,1255000,80,0
1257,1256000,80,0
1258,1257000,160,80
1259,1258000,80,0
