time	V(out_pos,out_neg)	I(R1)	I(Vcell12)
Step Information: Rtierra=1K  (Step: 1/3)
1.267273817609324e-02	3.299689e+00	7.971410e-06	-8.510047e-06
1.268273817609324e-02	3.299689e+00	7.971084e-06	-7.937564e-06
1.269273817609324e-02	3.299689e+00	7.970766e-06	-8.510208e-06
1.270273817609324e-02	3.299689e+00	7.970458e-06	-7.937169e-06
1.271273817609324e-02	3.299689e+00	7.970158e-06	-8.510374e-06
1.272273817609324e-02	3.299689e+00	7.969866e-06	-7.936780e-06
1.273273817609324e-02	3.299689e+00	7.969582e-06	-8.510545e-06
1.274273817609324e-02	3.299689e+00	7.969305e-06	-7.936396e-06
1.275273817609324e-02	3.299689e+00	7.969038e-06	-8.510720e-06
1.276273817609324e-02	3.299689e+00	7.968776e-06	-7.936018e-06
1.277273817609324e-02	3.299689e+00	7.968522e-06	-8.510900e-06
1.278273817609324e-02	3.299689e+00	7.968276e-06	-7.935644e-06
1.279273817609324e-02	3.299689e+00	7.968036e-06	-8.511085e-06
1.280273817609324e-02	3.299689e+00	7.967802e-06	-7.935276e-06
1.281273817609324e-02	3.299689e+00	7.967575e-06	-8.511274e-06
1.282273817609324e-02	3.299689e+00	7.967354e-06	-7.934911e-06
1.283273817609324e-02	3.299689e+00	7.967139e-06	-8.511467e-06
1.284273817609324e-02	3.299689e+00	7.966930e-06	-7.934551e-06
1.285273817609324e-02	3.299689e+00	7.966726e-06	-8.511664e-06
1.286273817609324e-02	3.299689e+00	7.966529e-06	-7.934194e-06
1.287273817609324e-02	3.299689e+00	7.966337e-06	-8.511864e-06
1.288273817609324e-02	3.299689e+00	7.966149e-06	-7.933842e-06
1.289273817609324e-02	3.299689e+00	7.965968e-06	-8.512066e-06
1.290273817609324e-02	3.299689e+00	7.965791e-06	-7.933494e-06
1.291273817609324e-02	3.299689e+00	7.965618e-06	-8.512273e-06
1.292273817609324e-02	3.299689e+00	7.965451e-06	-7.933148e-06
1.293273817609324e-02	3.299689e+00	7.965288e-06	-8.512482e-06
1.294273817609324e-02	3.299689e+00	7.965129e-06	-7.932807e-06
1.295273817609324e-02	3.299689e+00	7.964975e-06	-8.512694e-06
1.296273817609324e-02	3.299689e+00	7.964825e-06	-7.932468e-06
1.297273817609324e-02	3.299689e+00	7.964679e-06	-8.512909e-06
1.298273817609324e-02	3.299689e+00	7.964537e-06	-7.932133e-06
1.299273817609324e-02	3.299689e+00	7.964399e-06	-8.513126e-06
1.300273817609324e-02	3.299689e+00	7.964264e-06	-7.931800e-06
1.301273817609324e-02	3.299689e+00	7.964134e-06	-8.513346e-06
1.302273817609324e-02	3.299690e+00	7.964006e-06	-7.931470e-06
1.303273817609324e-02	3.299689e+00	7.963882e-06	-8.513568e-06
1.304273817609324e-02	3.299689e+00	7.963761e-06	-7.931142e-06
1.305273817609324e-02	3.299689e+00	7.963645e-06	-8.513792e-06
1.306273817609324e-02	3.299689e+00	7.963530e-06	-7.930817e-06
1.307273817609324e-02	3.299689e+00	7.963419e-06	-8.514018e-06
1.308273817609324e-02	3.299689e+00	7.963311e-06	-7.930495e-06
1.309273817609324e-02	3.299689e+00	7.963205e-06	-8.514246e-06
1.310273817609324e-02	3.299689e+00	7.963103e-06	-7.930175e-06
1.311273817609324e-02	3.299689e+00	7.963004e-06	-8.514476e-06
1.312273817609324e-02	3.299689e+00	7.962906e-06	-7.929857e-06
1.313273817609324e-02	3.299689e+00	7.962812e-06	-8.514707e-06
1.314273817609324e-02	3.299689e+00	7.962720e-06	-7.929541e-06
1.315273817609324e-02	3.299689e+00	7.962631e-06	-8.514940e-06
1.316273817609324e-02	3.299689e+00	7.962543e-06	-7.929228e-06
1.317273817609324e-02	3.299689e+00	7.962459e-06	-8.515174e-06
1.318273817609324e-02	3.299689e+00	7.962376e-06	-7.928916e-06
1.319273817609324e-02	3.299689e+00	7.962296e-06	-8.515411e-06
1.320273817609324e-02	3.299689e+00	7.962218e-06	-7.928606e-06
1.321273817609324e-02	3.299689e+00	7.962141e-06	-8.515648e-06
