time	I(R1)
Step Information: Rtierra=1K  (Step: 1/3)
6.021668525461773e-05	5.670009e-06
6.216023048555182e-05	5.669081e-06
6.492639706660182e-05	5.669796e-06
6.822507713599161e-05	5.673263e-06
7.338094469367857e-05	5.683718e-06
7.983710163856956e-05	5.705008e-06
8.907566086253990e-05	5.749590e-06
9.907566086253990e-05	5.813915e-06
1.090756608625399e-04	5.892619e-06
1.131178110642153e-04	5.929507e-06
1.166292899480008e-04	5.964694e-06
1.201958467825586e-04	6.001834e-06
1.230063953298372e-04	6.031654e-06
1.259191967474127e-04	6.062927e-06
1.278703735788304e-04	6.084137e-06
1.292990546420761e-04	6.099835e-06
1.304176060167391e-04	6.112227e-06
1.313977827128743e-04	6.123163e-06
1.324097582217890e-04	6.134531e-06
1.334983425398857e-04	6.146848e-06
1.345569698043385e-04	6.158926e-06
1.356365973831295e-04	6.171368e-06
1.367130187775374e-04	6.183936e-06
1.377984942258759e-04	6.196832e-06
1.388602918469836e-04	6.209756e-06
1.399186138701819e-04	6.223067e-06
1.409604003638180e-04	6.236737e-06
1.419856621744710e-04	6.250875e-06
1.429918943421151e-04	6.265467e-06
1.439802876397259e-04	6.280387e-06
1.449607460157981e-04	6.295444e-06
1.459474874147708e-04	6.310301e-06
1.469705210791906e-04	6.324638e-06
1.480795952806795e-04	6.338157e-06
1.493792512934809e-04	6.350921e-06
1.511413072655503e-04	6.364556e-06
1.531534991332029e-04	6.378297e-06
1.557670956599005e-04	6.397030e-06
1.582934561446162e-04	6.417673e-06
1.617383733564780e-04	6.448885e-06
1.655051395796618e-04	6.484722e-06
1.694846109773471e-04	6.523023e-06
1.743404900852249e-04	6.569121e-06
1.804072005397988e-04	6.625000e-06
1.900768295631696e-04	6.710641e-06
2.000768295631696e-04	6.795576e-06
2.100768295631696e-04	6.877187e-06
2.200768295631696e-04	6.956218e-06
2.300768295631696e-04	7.033299e-06
2.400768295631696e-04	7.108903e-06
2.500768295631696e-04	7.183396e-06
2.600768295631696e-04	7.257046e-06
2.700768295631696e-04	7.330057e-06
2.800768295631696e-04	7.402582e-06
2.900768295631696e-04	7.474736e-06
3.000768295631696e-04	7.546609e-06
3.100768295631696e-04	7.618266e-06
3.200768295631696e-04	7.689759e-06
3.300768295631696e-04	7.761124e-06
3.400768295631696e-04	7.832393e-06
3.500768295631696e-04	7.903587e-06
3.600768295631696e-04	7.974723e-06
3.700768295631696e-04	8.045817e-06
3.800768295631696e-04	8.116876e-06
3.900768295631696e-04	8.187912e-06
4.000768295631696e-04	8.258929e-06
4.100768295631696e-04	8.329932e-06
4.200768295631696e-04	8.400925e-06
4.300768295631696e-04	8.471912e-06
