Save Time:,2026-05-11 12:52:02,,,
,,CH1,CH2,
Frequency:,,?,?,
Period:,,?,?,
SP:,,500.000 uS,500.000 uS,
PK-PK:,,3.720 V,3.960 V,
,,,,
Units:(mV),Tiempo,S,G,VGS
1542,770500.000us,2960,920,-2040
1543,771000.000us,3000,960,-2040
1544,771500.000us,2960,920,-2040
1545,772000.000us,3000,920,-2080
1546,772500.000us,2960,920,-2040
1547,773000.000us,3040,960,-2080
1548,773500.000us,2960,920,-2040
1549,774000.000us,3000,960,-2040
1550,774500.000us,3000,960,-2040
1551,775000.000us,3040,960,-2080
1552,775500.000us,2960,920,-2040
1553,776000.000us,3000,920,-2080
1554,776500.000us,3040,960,-2080
1555,777000.000us,3080,960,-2120
1556,777500.000us,3040,920,-2120
1557,778000.000us,3040,920,-2120
1558,778500.000us,3080,960,-2120
1559,779000.000us,3320,1080,-2240
1560,779500.000us,3040,920,-2120
1561,780000.000us,3320,1080,-2240
1562,780500.000us,3320,1040,-2280
1563,781000.000us,3520,1080,-2440
1564,781500.000us,3320,1040,-2280
1565,782000.000us,3520,1080,-2440
1566,782500.000us,3520,1120,-2400
1567,783000.000us,3520,1120,-2400
1568,783500.000us,3320,1040,-2280
1569,784000.000us,3320,1040,-2280
1570,784500.000us,3320,1000,-2320
1571,785000.000us,3320,1040,-2280
1572,785500.000us,3000,920,-2080
1573,786000.000us,3040,960,-2080
1574,786500.000us,3000,960,-2040
1575,787000.000us,3040,960,-2080
1576,787500.000us,2960,920,-2040
1577,788000.000us,2960,960,-2000
1578,788500.000us,3000,920,-2080
1579,789000.000us,3000,960,-2040
1580,789500.000us,2920,920,-2000
1581,790000.000us,2960,920,-2040
1582,790500.000us,3000,920,-2080
1583,791000.000us,3000,960,-2040
1584,791500.000us,2960,920,-2040
1585,792000.000us,3000,920,-2080
1586,792500.000us,3000,920,-2080
1587,793000.000us,3040,960,-2080
1588,793500.000us,3000,920,-2080
1589,794000.000us,3000,920,-2080
1590,794500.000us,2960,920,-2040
1591,795000.000us,3040,1000,-2040
1592,795500.000us,2960,920,-2040
1593,796000.000us,3000,920,-2080
1594,796500.000us,3000,1000,-2000
1595,797000.000us,3080,1000,-2080
1596,797500.000us,3000,920,-2080
1597,798000.000us,3040,960,-2080
1598,798500.000us,3080,960,-2120
1599,799000.000us,3280,1080,-2200
1600,799500.000us,3040,960,-2080
1601,800000.000us,3280,1040,-2240
1602,800500.000us,3360,1040,-2320
1603,801000.000us,3560,1120,-2440
1604,801500.000us,3320,1000,-2320
1605,802000.000us,3520,1080,-2440
1606,802500.000us,3480,1080,-2400
1607,803000.000us,3520,1120,-2400
1608,803500.000us,3320,1000,-2320
1609,804000.000us,3320,1000,-2320
1610,804500.000us,3360,1000,-2360
1611,805000.000us,3360,1000,-2360
1612,805500.000us,3000,920,-2080
1613,806000.000us,3000,960,-2040
1614,806500.000us,3000,960,-2040
1615,807000.000us,3000,960,-2040
1616,807500.000us,2960,920,-2040
1617,808000.000us,2960,920,-2040
1618,808500.000us,3000,920,-2080
1619,809000.000us,3000,960,-2040
1620,809500.000us,2960,920,-2040
1621,810000.000us,2960,960,-2000
1622,810500.000us,3000,920,-2080
1623,811000.000us,3040,960,-2080
1624,811500.000us,2960,920,-2040
1625,812000.000us,3040,960,-2080
1626,812500.000us,3000,920,-2080
1627,813000.000us,3000,960,-2040
1628,813500.000us,2960,920,-2040
1629,814000.000us,3000,920,-2080
1630,814500.000us,3000,960,-2040
1631,815000.000us,3040,1000,-2040
1632,815500.000us,3000,920,-2080
1633,816000.000us,3000,960,-2040
1634,816500.000us,3040,920,-2120
1635,817000.000us,3080,960,-2120
1636,817500.000us,3040,920,-2120
1637,818000.000us,3080,960,-2120
1638,818500.000us,3040,960,-2080
1639,819000.000us,3280,1000,-2280
1640,819500.000us,3040,960,-2080
1641,820000.000us,3280,1000,-2280
1642,820500.000us,3360,1000,-2360
1643,821000.000us,3520,1120,-2400
1644,821500.000us,3360,1000,-2360
1645,822000.000us,3480,1120,-2360
1646,822500.000us,3520,1120,-2400
1647,823000.000us,3520,1120,-2400
1648,823500.000us,3360,1000,-2360
1649,824000.000us,3360,1000,-2360
1650,824500.000us,3320,1040,-2280
1651,825000.000us,3320,1040,-2280
1652,825500.000us,3000,920,-2080
1653,826000.000us,3000,920,-2080
1654,826500.000us,3000,920,-2080
1655,827000.000us,3040,960,-2080
1656,827500.000us,2960,920,-2040
1657,828000.000us,2960,920,-2040
1658,828500.000us,2960,920,-2040
1659,829000.000us,3040,960,-2080
1660,829500.000us,2960,920,-2040
1661,830000.000us,3000,920,-2080
1662,830500.000us,2960,920,-2040
1663,831000.000us,3000,960,-2040
1664,831500.000us,2960,920,-2040
1665,832000.000us,2960,960,-2000
1666,832500.000us,3000,920,-2080
1667,833000.000us,3040,960,-2080
1668,833500.000us,2960,920,-2040
1669,834000.000us,3040,960,-2080
1670,834500.000us,2960,960,-2000
1671,835000.000us,3040,1000,-2040
1672,835500.000us,2960,920,-2040
1673,836000.000us,3040,960,-2080
1674,836500.000us,3040,960,-2080
1675,837000.000us,3080,1000,-2080
1676,837500.000us,3000,920,-2080
1677,838000.000us,3080,1000,-2080
1678,838500.000us,3080,960,-2120
1679,839000.000us,3280,1000,-2280
1680,839500.000us,3080,920,-2160
1681,840000.000us,3280,1000,-2280
1682,840500.000us,3320,1000,-2320
1683,841000.000us,3520,1120,-2400
1684,841500.000us,3320,1000,-2320
1685,842000.000us,3480,1080,-2400
1686,842500.000us,3520,1120,-2400
1687,843000.000us,3520,1120,-2400
1688,843500.000us,3360,1000,-2360
1689,844000.000us,3360,1000,-2360
1690,844500.000us,3320,1040,-2280
1691,845000.000us,3320,1040,-2280
1692,845500.000us,3000,920,-2080
1693,846000.000us,3000,960,-2040
1694,846500.000us,3000,960,-2040
1695,847000.000us,3000,960,-2040
1696,847500.000us,2960,920,-2040
1697,848000.000us,2960,960,-2000
1698,848500.000us,2960,920,-2040
1699,849000.000us,3000,960,-2040
1700,849500.000us,2960,880,-2080
1701,850000.000us,2960,920,-2040
1702,850500.000us,3000,960,-2040
1703,851000.000us,3040,960,-2080
1704,851500.000us,2960,920,-2040
1705,852000.000us,3000,920,-2080
1706,852500.000us,3000,960,-2040
1707,853000.000us,3040,960,-2080
1708,853500.000us,2960,920,-2040
1709,854000.000us,3040,920,-2120
1710,854500.000us,3040,960,-2080
1711,855000.000us,3040,1000,-2040
1712,855500.000us,3000,920,-2080
1713,856000.000us,3000,960,-2040
1714,856500.000us,3000,960,-2040
1715,857000.000us,3040,1000,-2040
1716,857500.000us,3000,920,-2080
1717,858000.000us,3040,960,-2080
1718,858500.000us,3040,960,-2080
1719,859000.000us,3320,1000,-2320
1720,859500.000us,3040,960,-2080
1721,860000.000us,3320,1000,-2320
1722,860500.000us,3320,1080,-2240
1723,861000.000us,3520,1120,-2400
1724,861500.000us,3320,1000,-2320
1725,862000.000us,3480,1120,-2360
1726,862500.000us,3520,1080,-2440
1727,863000.000us,3520,1080,-2440
1728,863500.000us,3360,1000,-2360
1729,864000.000us,3360,1040,-2320
1730,864500.000us,3360,1040,-2320
1731,865000.000us,3360,1040,-2320
1732,865500.000us,3000,960,-2040
1733,866000.000us,3000,960,-2040
1734,866500.000us,3040,920,-2120
1735,867000.000us,3040,960,-2080
1736,867500.000us,2960,920,-2040
1737,868000.000us,3000,960,-2040
1738,868500.000us,3000,920,-2080
1739,869000.000us,3040,960,-2080
1740,869500.000us,2960,920,-2040
1741,870000.000us,2960,960,-2000
1742,870500.000us,3000,960,-2040
1743,871000.000us,3000,960,-2040
1744,871500.000us,2960,880,-2080
1745,872000.000us,2960,920,-2040
1746,872500.000us,3000,920,-2080
1747,873000.000us,3040,960,-2080
1748,873500.000us,2960,920,-2040
1749,874000.000us,3040,920,-2120
1750,874500.000us,3000,960,-2040
1751,875000.000us,3040,1000,-2040
1752,875500.000us,3000,920,-2080
1753,876000.000us,3040,960,-2080
1754,876500.000us,3040,960,-2080
1755,877000.000us,3080,1000,-2080
1756,877500.000us,3000,920,-2080
1757,878000.000us,3040,960,-2080
1758,878500.000us,3040,960,-2080
1759,879000.000us,3280,1040,-2240
1760,879500.000us,3040,960,-2080
1761,880000.000us,3280,1040,-2240
1762,880500.000us,3320,1040,-2280
1763,881000.000us,3560,1120,-2440
1764,881500.000us,3320,1040,-2280
1765,882000.000us,3520,1080,-2440
1766,882500.000us,3520,1120,-2400
1767,883000.000us,3560,1120,-2440
1768,883500.000us,3320,1040,-2280
1769,884000.000us,3320,1040,-2280
1770,884500.000us,3360,1040,-2320
1771,885000.000us,3360,1040,-2320
1772,885500.000us,3000,920,-2080
1773,886000.000us,3000,920,-2080
1774,886500.000us,3000,960,-2040
1775,887000.000us,3040,960,-2080
1776,887500.000us,2960,920,-2040
1777,888000.000us,3040,920,-2120
1778,888500.000us,3000,920,-2080
1779,889000.000us,3040,960,-2080
1780,889500.000us,2960,920,-2040
1781,890000.000us,3000,920,-2080
1782,890500.000us,2960,920,-2040
1783,891000.000us,3040,960,-2080
1784,891500.000us,2960,920,-2040
1785,892000.000us,3040,960,-2080
1786,892500.000us,3000,960,-2040
1787,893000.000us,3040,960,-2080
1788,893500.000us,2960,920,-2040
1789,894000.000us,3040,960,-2080
1790,894500.000us,3040,960,-2080
1791,895000.000us,3040,960,-2080
1792,895500.000us,3000,920,-2080
1793,896000.000us,3040,960,-2080
1794,896500.000us,2960,880,-2080
1795,897000.000us,3080,960,-2120
1796,897500.000us,2960,880,-2080
1797,898000.000us,3080,960,-2120
1798,898500.000us,3080,960,-2120
1799,899000.000us,3280,1040,-2240
1800,899500.000us,3040,960,-2080
1801,900000.000us,3280,1000,-2280
1802,900500.000us,3360,1040,-2320
1803,901000.000us,3520,1120,-2400
1804,901500.000us,3360,1040,-2320
1805,902000.000us,3480,1120,-2360
1806,902500.000us,3480,1120,-2360
1807,903000.000us,3520,1120,-2400
1808,903500.000us,3360,1040,-2320
1809,904000.000us,3360,1040,-2320
1810,904500.000us,3320,1040,-2280
1811,905000.000us,3320,1040,-2280
1812,905500.000us,3000,920,-2080
1813,906000.000us,3000,920,-2080
1814,906500.000us,3000,960,-2040
1815,907000.000us,3000,960,-2040
1816,907500.000us,2960,920,-2040
1817,908000.000us,2960,960,-2000
1818,908500.000us,2960,920,-2040
1819,909000.000us,3000,1000,-2000
1820,909500.000us,2960,920,-2040
1821,910000.000us,2960,920,-2040
1822,910500.000us,3000,920,-2080
1823,911000.000us,3000,1000,-2000
1824,911500.000us,2960,920,-2040
1825,912000.000us,3000,960,-2040
1826,912500.000us,2960,920,-2040
1827,913000.000us,3000,960,-2040
1828,913500.000us,2960,920,-2040
1829,914000.000us,3000,920,-2080
1830,914500.000us,3000,920,-2080
1831,915000.000us,3080,1000,-2080
1832,915500.000us,3000,920,-2080
1833,916000.000us,3040,960,-2080
1834,916500.000us,3040,960,-2080
1835,917000.000us,3080,1000,-2080
1836,917500.000us,3040,920,-2120
1837,918000.000us,3080,1000,-2080
1838,918500.000us,3000,960,-2040
1839,919000.000us,3280,1000,-2280
1840,919500.000us,3000,960,-2040
1841,920000.000us,3280,1000,-2280
1842,920500.000us,3320,1080,-2240
1843,921000.000us,3520,1120,-2400
1844,921500.000us,3320,1040,-2280
1845,922000.000us,3520,1080,-2440
1846,922500.000us,3520,1040,-2480
1847,923000.000us,3520,1120,-2400
1848,923500.000us,3360,1040,-2320
1849,924000.000us,3360,1080,-2280
1850,924500.000us,3280,1000,-2280
1851,925000.000us,3320,1040,-2280
1852,925500.000us,3000,920,-2080
1853,926000.000us,3000,920,-2080
1854,926500.000us,3000,960,-2040
1855,927000.000us,3040,960,-2080
1856,927500.000us,2960,880,-2080
1857,928000.000us,3000,880,-2120
1858,928500.000us,2960,920,-2040
1859,929000.000us,3040,960,-2080
1860,929500.000us,2960,920,-2040
1861,930000.000us,3000,960,-2040
1862,930500.000us,2960,920,-2040
1863,931000.000us,3000,960,-2040
1864,931500.000us,2960,880,-2080
1865,932000.000us,2960,920,-2040
1866,932500.000us,3000,920,-2080
1867,933000.000us,3040,1000,-2040
1868,933500.000us,2960,920,-2040
1869,934000.000us,2960,960,-2000
1870,934500.000us,3000,960,-2040
1871,935000.000us,3040,960,-2080
1872,935500.000us,3000,920,-2080
1873,936000.000us,3040,960,-2080
1874,936500.000us,3000,960,-2040
1875,937000.000us,3080,1000,-2080
1876,937500.000us,3000,920,-2080
1877,938000.000us,3040,960,-2080
1878,938500.000us,3000,920,-2080
1879,939000.000us,3280,1040,-2240
1880,939500.000us,3000,920,-2080
1881,940000.000us,3280,1040,-2240
1882,940500.000us,3320,1000,-2320
1883,941000.000us,3520,1120,-2400
1884,941500.000us,3320,1000,-2320
1885,942000.000us,3480,1080,-2400
1886,942500.000us,3560,1080,-2480
1887,943000.000us,3560,1120,-2440
1888,943500.000us,3360,1000,-2360
1889,944000.000us,3360,1000,-2360
1890,944500.000us,3320,1000,-2320
1891,945000.000us,3320,1040,-2280
1892,945500.000us,3040,920,-2120
1893,946000.000us,3040,960,-2080
1894,946500.000us,2960,920,-2040
1895,947000.000us,3040,960,-2080
1896,947500.000us,2960,920,-2040
1897,948000.000us,2960,960,-2000
1898,948500.000us,2960,920,-2040
1899,949000.000us,3000,960,-2040
1900,949500.000us,2960,920,-2040
1901,950000.000us,2960,960,-2000
1902,950500.000us,2960,960,-2000
1903,951000.000us,3000,960,-2040
1904,951500.000us,2960,920,-2040
1905,952000.000us,3000,920,-2080
1906,952500.000us,2960,960,-2000
1907,953000.000us,3040,960,-2080
1908,953500.000us,2960,920,-2040
1909,954000.000us,3000,920,-2080
1910,954500.000us,3000,960,-2040
1911,955000.000us,3040,960,-2080
1912,955500.000us,3000,920,-2080
1913,956000.000us,3040,960,-2080
1914,956500.000us,3040,960,-2080
1915,957000.000us,3040,960,-2080
1916,957500.000us,3040,920,-2120
1917,958000.000us,3040,960,-2080
1918,958500.000us,3080,960,-2120
1919,959000.000us,3240,1040,-2200
1920,959500.000us,3040,920,-2120
1921,960000.000us,3240,1040,-2200
1922,960500.000us,3360,1040,-2320
1923,961000.000us,3520,1120,-2400
1924,961500.000us,3360,1000,-2360
1925,962000.000us,3520,1120,-2400
1926,962500.000us,3480,1120,-2360
1927,963000.000us,3520,1120,-2400
1928,963500.000us,3360,1040,-2320
1929,964000.000us,3360,1040,-2320
1930,964500.000us,3320,1040,-2280
1931,965000.000us,3320,1040,-2280
1932,965500.000us,3000,920,-2080
1933,966000.000us,3000,960,-2040
1934,966500.000us,3000,920,-2080
1935,967000.000us,3000,960,-2040
1936,967500.000us,2960,920,-2040
1937,968000.000us,3000,960,-2040
1938,968500.000us,3000,960,-2040
1939,969000.000us,3040,960,-2080
1940,969500.000us,2960,920,-2040
1941,970000.000us,2960,960,-2000
1942,970500.000us,2960,920,-2040
1943,971000.000us,3000,960,-2040
1944,971500.000us,2960,920,-2040
1945,972000.000us,2960,960,-2000
1946,972500.000us,3000,920,-2080
1947,973000.000us,3040,960,-2080
1948,973500.000us,2960,920,-2040
1949,974000.000us,3040,960,-2080
1950,974500.000us,3000,920,-2080
1951,975000.000us,3040,1000,-2040
1952,975500.000us,3000,920,-2080
1953,976000.000us,3000,920,-2080
1954,976500.000us,3040,920,-2120
1955,977000.000us,3080,1000,-2080
1956,977500.000us,3000,920,-2080
1957,978000.000us,3080,960,-2120
1958,978500.000us,3080,960,-2120
1959,979000.000us,3280,1040,-2240
1960,979500.000us,3040,960,-2080
1961,980000.000us,3280,1000,-2280
1962,980500.000us,3320,1040,-2280
1963,981000.000us,3520,1120,-2400
1964,981500.000us,3320,1040,-2280
1965,982000.000us,3520,1080,-2440
1966,982500.000us,3480,1120,-2360
1967,983000.000us,3520,1120,-2400
1968,983500.000us,3400,1040,-2360
1969,984000.000us,3400,1040,-2360
1970,984500.000us,3280,1000,-2280
1971,985000.000us,3280,1000,-2280
1972,985500.000us,3000,880,-2120
1973,986000.000us,3040,920,-2120
1974,986500.000us,2960,960,-2000
1975,987000.000us,3040,960,-2080
1976,987500.000us,2960,920,-2040
1977,988000.000us,2960,960,-2000
1978,988500.000us,2920,960,-1960
1979,989000.000us,3000,960,-2040
1980,989500.000us,2920,880,-2040
1981,990000.000us,2960,920,-2040
1982,990500.000us,2960,960,-2000
1983,991000.000us,3000,960,-2040
1984,991500.000us,2960,920,-2040
1985,992000.000us,2960,960,-2000
1986,992500.000us,3000,960,-2040
1987,993000.000us,3040,2880,-160
1988,993500.000us,2960,920,-2040
1989,994000.000us,3000,2880,-120
1990,994500.000us,3000,3200,200
1991,995000.000us,3040,3320,280
1992,995500.000us,3000,3200,200
1993,996000.000us,3040,3320,280
1994,996500.000us,3000,3280,280
1995,997000.000us,3120,3360,240
1996,997500.000us,3000,3280,280
1997,998000.000us,3080,3320,240
1998,998500.000us,3080,3320,240
1999,999000.000us,3360,3600,240
2000,999500.000us,3080,3320,240
2001,1000000.000us,3360,3600,240
2002,1000500.000us,3400,3640,240
2003,1001000.000us,3600,3880,280
2004,1001500.000us,3400,3640,240
2005,1002000.000us,3600,3880,280
2006,1002500.000us,3640,3880,240
2007,1003000.000us,3640,3880,240
2008,1003500.000us,3520,3760,240
2009,1004000.000us,3560,3760,200
2010,1004500.000us,3520,3760,240
2011,1005000.000us,3520,3760,240
2012,1005500.000us,3160,3400,240
2013,1006000.000us,3160,3400,240
2014,1006500.000us,3120,3360,240
2015,1007000.000us,3120,3360,240
2016,1007500.000us,2960,3240,280
2017,1008000.000us,2960,3240,280
2018,1008500.000us,3000,3280,280
2019,1009000.000us,3000,3280,280
2020,1009500.000us,2960,3200,240
2021,1010000.000us,2960,3240,280
2022,1010500.000us,2960,3200,240
2023,1011000.000us,3000,3280,280
2024,1011500.000us,2960,3200,240
2025,1012000.000us,2960,3240,280
2026,1012500.000us,3000,3280,280
2027,1013000.000us,3040,3280,240
2028,1013500.000us,2960,3240,280
2029,1014000.000us,3000,3240,240
2030,1014500.000us,3040,3280,240
2031,1015000.000us,3080,3320,240
2032,1015500.000us,3000,3240,240
2033,1016000.000us,3040,3320,280
2034,1016500.000us,3040,3320,280
2035,1017000.000us,3120,3400,280
2036,1017500.000us,3040,3280,240
2037,1018000.000us,3120,3360,240
2038,1018500.000us,3120,3400,280
2039,1019000.000us,3360,3600,240
2040,1019500.000us,3080,3360,280
2041,1020000.000us,3360,3600,240
2042,1020500.000us,3440,3680,240
2043,1021000.000us,3640,3920,280
2044,1021500.000us,3440,3680,240
2045,1022000.000us,3600,3880,280
2046,1022500.000us,3600,3880,280
2047,1023000.000us,3680,3920,240
2048,1023500.000us,3560,3800,240
2049,1024000.000us,3560,3840,280
2050,1024500.000us,3480,3760,280
2051,1025000.000us,3480,3760,280
2052,1025500.000us,3200,3440,240
2053,1026000.000us,3200,3440,240
2054,1026500.000us,3120,3400,280
2055,1027000.000us,3120,3400,280
2056,1027500.000us,2960,3200,240
2057,1028000.000us,3000,3240,240
2058,1028500.000us,3040,3240,200
2059,1029000.000us,3040,3240,200
2060,1029500.000us,2960,3200,240
2061,1030000.000us,2960,3240,280
2062,1030500.000us,2960,3240,280
2063,1031000.000us,3000,3280,280
2064,1031500.000us,2960,3200,240
2065,1032000.000us,2960,3240,280
2066,1032500.000us,3000,3200,200
2067,1033000.000us,3040,3280,240
2068,1033500.000us,2960,3200,240
2069,1034000.000us,3000,3240,240
2070,1034500.000us,3040,3240,200
2071,1035000.000us,3040,3280,240
2072,1035500.000us,3000,3240,240
2073,1036000.000us,3040,3280,240
2074,1036500.000us,3040,3280,240
2075,1037000.000us,3120,3360,240
2076,1037500.000us,3040,3280,240
2077,1038000.000us,3080,3360,280
2078,1038500.000us,3120,3360,240
2079,1039000.000us,3360,3640,280
2080,1039500.000us,3080,3320,240
2081,1040000.000us,3360,3640,280
2082,1040500.000us,3400,3640,240
2083,1041000.000us,3640,3880,240
2084,1041500.000us,3400,3640,240
2085,1042000.000us,3640,3880,240
2086,1042500.000us,3640,3920,280
2087,1043000.000us,3680,3920,240
2088,1043500.000us,3520,3800,280
2089,1044000.000us,3520,3800,280
2090,1044500.000us,3520,3800,280
2091,1045000.000us,3520,3800,280
2092,1045500.000us,3160,3440,280
2093,1046000.000us,3160,3440,280
2094,1046500.000us,3200,3440,240
2095,1047000.000us,3200,3440,240
2096,1047500.000us,2960,3200,240
2097,1048000.000us,3000,3280,280
2098,1048500.000us,3040,3240,200
2099,1049000.000us,3040,3280,240
2100,1049500.000us,2960,3240,280
2101,1050000.000us,3000,3240,240
2102,1050500.000us,2960,3240,280
2103,1051000.000us,3000,3280,280
2104,1051500.000us,2960,3200,240
2105,1052000.000us,3000,3200,200
2106,1052500.000us,2960,3240,280
2107,1053000.000us,3040,3280,240
2108,1053500.000us,2960,3200,240
2109,1054000.000us,3000,3240,240
2110,1054500.000us,3000,3280,280
2111,1055000.000us,3080,3320,240
2112,1055500.000us,3000,3240,240
2113,1056000.000us,3000,3320,320
2114,1056500.000us,3080,3280,200
2115,1057000.000us,3080,3360,280
2116,1057500.000us,3040,3280,240
2117,1058000.000us,3080,3360,280
2118,1058500.000us,3120,3360,240
2119,1059000.000us,3360,3600,240
2120,1059500.000us,3080,3360,280
2121,1060000.000us,3360,3600,240
2122,1060500.000us,3360,3680,320
2123,1061000.000us,3640,3880,240
2124,1061500.000us,3360,3680,320
2125,1062000.000us,3640,3840,200
2126,1062500.000us,3680,3920,240
2127,1063000.000us,3680,3920,240
2128,1063500.000us,3560,3800,240
2129,1064000.000us,3600,3800,200
2130,1064500.000us,3560,3840,280
2131,1065000.000us,3560,3840,280
2132,1065500.000us,3160,3400,240
2133,1066000.000us,3160,3400,240
2134,1066500.000us,3120,3360,240
2135,1067000.000us,3120,3360,240
2136,1067500.000us,3000,3240,240
2137,1068000.000us,3000,3240,240
2138,1068500.000us,3000,3240,240
2139,1069000.000us,3040,3240,200
2140,1069500.000us,2960,3200,240
2141,1070000.000us,3000,3240,240
2142,1070500.000us,3000,3240,240
2143,1071000.000us,3040,3280,240
2144,1071500.000us,2960,3240,280
2145,1072000.000us,3000,3240,240
2146,1072500.000us,3000,3240,240
2147,1073000.000us,3040,3280,240
2148,1073500.000us,2960,3200,240
2149,1074000.000us,3000,3240,240
2150,1074500.000us,3000,3280,280
2151,1075000.000us,3080,3320,240
2152,1075500.000us,3000,3240,240
2153,1076000.000us,3080,3240,160
2154,1076500.000us,3000,3320,320
2155,1077000.000us,3120,3360,240
2156,1077500.000us,3000,3280,280
2157,1078000.000us,3120,3320,200
2158,1078500.000us,3160,3360,200
2159,1079000.000us,3360,3600,240
2160,1079500.000us,3040,3320,280
2161,1080000.000us,3360,3600,240
2162,1080500.000us,3360,3600,240
2163,1081000.000us,3640,3880,240
2164,1081500.000us,3360,3600,240
2165,1082000.000us,3640,3880,240
2166,1082500.000us,3680,3920,240
2167,1083000.000us,3680,3920,240
2168,1083500.000us,3520,3800,280
2169,1084000.000us,3520,3800,280
2170,1084500.000us,3520,3800,280
2171,1085000.000us,3520,3800,280
2172,1085500.000us,3200,3480,280
2173,1086000.000us,3200,3480,280
2174,1086500.000us,3160,3400,240
2175,1087000.000us,3160,3400,240
2176,1087500.000us,3000,3200,200
2177,1088000.000us,3000,3240,240
2178,1088500.000us,3000,3240,240
2179,1089000.000us,3040,3240,200
2180,1089500.000us,2960,3200,240
2181,1090000.000us,3000,3200,200
2182,1090500.000us,2960,3240,280
2183,1091000.000us,3040,3240,200
2184,1091500.000us,2960,3200,240
2185,1092000.000us,3040,3240,200
2186,1092500.000us,3000,3200,200
2187,1093000.000us,3040,3280,240
2188,1093500.000us,2960,3200,240
2189,1094000.000us,3040,3280,240
2190,1094500.000us,3000,3280,280
2191,1095000.000us,3040,3360,320
2192,1095500.000us,3000,3240,240
2193,1096000.000us,3040,3280,240
2194,1096500.000us,3000,3280,280
2195,1097000.000us,3120,3360,240
2196,1097500.000us,3000,3280,280
2197,1098000.000us,3080,3360,280
2198,1098500.000us,3080,3320,240
2199,1099000.000us,3360,3600,240
2200,1099500.000us,3080,3320,240
2201,1100000.000us,3360,3600,240
2202,1100500.000us,3400,3680,280
2203,1101000.000us,3680,3880,200
2204,1101500.000us,3400,3680,280
2205,1102000.000us,3680,3880,200
2206,1102500.000us,3680,3920,240
2207,1103000.000us,3680,3920,240
2208,1103500.000us,3560,3800,240
2209,1104000.000us,3560,3800,240
2210,1104500.000us,3520,3800,280
2211,1105000.000us,3520,3800,280
2212,1105500.000us,3200,3400,200
2213,1106000.000us,3200,3400,200
2214,1106500.000us,3160,3400,240
2215,1107000.000us,3160,3400,240
2216,1107500.000us,3000,3240,240
2217,1108000.000us,3000,3240,240
2218,1108500.000us,2960,3240,280
2219,1109000.000us,3000,3240,240
2220,1109500.000us,2960,3240,280
2221,1110000.000us,3000,3240,240
2222,1110500.000us,2960,3200,240
2223,1111000.000us,3040,3240,200
2224,1111500.000us,2960,3200,240
2225,1112000.000us,3040,3240,200
2226,1112500.000us,3000,3240,240
2227,1113000.000us,3040,3280,240
2228,1113500.000us,2960,3240,280
2229,1114000.000us,3000,3280,280
2230,1114500.000us,3000,3280,280
2231,1115000.000us,3080,3320,240
2232,1115500.000us,3000,3240,240
2233,1116000.000us,3040,3240,200
2234,1116500.000us,3040,3320,280
2235,1117000.000us,3120,3360,240
2236,1117500.000us,3040,3280,240
2237,1118000.000us,3120,3360,240
2238,1118500.000us,3080,3360,280
2239,1119000.000us,3360,3560,200
2240,1119500.000us,3080,3360,280
2241,1120000.000us,3360,3560,200
2242,1120500.000us,3400,3600,200
2243,1121000.000us,3680,3920,240
2244,1121500.000us,3400,3600,200
2245,1122000.000us,3680,3920,240
2246,1122500.000us,3640,3880,240
2247,1123000.000us,3680,3920,240
2248,1123500.000us,3560,3800,240
2249,1124000.000us,3560,3840,280
2250,1124500.000us,3560,3760,200
2251,1125000.000us,3560,3760,200
2252,1125500.000us,3200,3440,240
2253,1126000.000us,3200,3440,240
2254,1126500.000us,3160,3440,280
2255,1127000.000us,3160,3440,280
2256,1127500.000us,2960,3200,240
2257,1128000.000us,2960,3240,280
2258,1128500.000us,2960,3280,320
2259,1129000.000us,3000,3280,280
2260,1129500.000us,2960,3240,280
2261,1130000.000us,2960,3240,280
2262,1130500.000us,3000,3240,240
2263,1131000.000us,3000,3240,240
2264,1131500.000us,2960,3200,240
2265,1132000.000us,3000,3200,200
2266,1132500.000us,3000,3240,240
2267,1133000.000us,3040,3280,240
2268,1133500.000us,2960,3200,240
2269,1134000.000us,3000,3240,240
2270,1134500.000us,3000,3240,240
2271,1135000.000us,3080,3280,200
2272,1135500.000us,3000,3240,240
2273,1136000.000us,3040,3280,240
2274,1136500.000us,3040,3280,240
2275,1137000.000us,3080,3360,280
2276,1137500.000us,3040,3280,240
2277,1138000.000us,3080,3360,280
2278,1138500.000us,3120,3360,240
2279,1139000.000us,3360,3560,200
2280,1139500.000us,3080,3360,280
2281,1140000.000us,3360,3560,200
2282,1140500.000us,3400,3640,240
2283,1141000.000us,3680,3920,240
2284,1141500.000us,3400,3640,240
2285,1142000.000us,3640,3880,240
2286,1142500.000us,3680,3920,240
2287,1143000.000us,3680,3920,240
2288,1143500.000us,3600,3840,240
2289,1144000.000us,3600,3840,240
2290,1144500.000us,3520,3800,280
2291,1145000.000us,3520,3800,280
2292,1145500.000us,3200,3480,280
2293,1146000.000us,3200,3480,280
2294,1146500.000us,3160,3440,280
2295,1147000.000us,3160,3440,280
2296,1147500.000us,2960,3240,280
2297,1148000.000us,3000,3280,280
2298,1148500.000us,2960,3240,280
2299,1149000.000us,3000,3280,280
2300,1149500.000us,2960,3200,240
2301,1150000.000us,3000,3200,200
2302,1150500.000us,3000,3240,240
2303,1151000.000us,3000,3280,280
2304,1151500.000us,2960,3240,280
