time	Ix(M3:D)
1.312677720200402e-02	-4.948736e-06
1.313677720200402e-02	-4.949290e-06
1.314677720200402e-02	-4.949822e-06
1.315677720200402e-02	-4.950335e-06
1.316677720200402e-02	-4.950829e-06
1.317677720200402e-02	-4.951303e-06
1.318677720200402e-02	-4.951759e-06
1.319677720200402e-02	-4.952197e-06
1.320677720200402e-02	-4.952618e-06
1.321677720200402e-02	-4.953022e-06
1.322677720200402e-02	-4.953410e-06
1.323677720200402e-02	-4.953782e-06
1.324677720200402e-02	-4.954139e-06
1.325677720200402e-02	-4.954481e-06
1.326677720200402e-02	-4.954808e-06
1.327677720200402e-02	-4.955123e-06
1.328677720200402e-02	-4.955424e-06
1.329677720200402e-02	-4.955712e-06
1.330677720200402e-02	-4.955988e-06
1.331677720200402e-02	-4.956252e-06
1.332677720200402e-02	-4.956505e-06
1.333677720200402e-02	-4.956747e-06
1.334677720200402e-02	-4.956978e-06
1.335677720200402e-02	-4.957200e-06
1.336677720200402e-02	-4.957411e-06
1.337677720200402e-02	-4.957613e-06
1.338677720200402e-02	-4.957807e-06
1.339677720200402e-02	-4.957991e-06
1.340677720200402e-02	-4.958168e-06
1.341677720200402e-02	-4.958336e-06
1.342677720200402e-02	-4.958498e-06
1.343677720200402e-02	-4.958652e-06
1.344677720200402e-02	-4.958798e-06
1.345677720200402e-02	-4.958938e-06
1.346677720200402e-02	-4.959072e-06
1.347677720200402e-02	-4.959199e-06
1.348677720200402e-02	-4.959321e-06
1.349677720200402e-02	-4.959437e-06
