time	V(N016,N024)	V(N048,out_1)	V(N074,N084)
3.222542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.223542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.224542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.225542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.226542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.227542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.228542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.229542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.230542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.231542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.232542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.233542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.234542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.235542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.236542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.237542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.238542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.239542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.240542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.241542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.242542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.243542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.244542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.245542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.246542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.247542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.248542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.249542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.250542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.251542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.252542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.253542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.254542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.255542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.256542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.257542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.258542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.259542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.260542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.261542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.262542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.263542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.264542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.265542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.266542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.267542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.268542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.269542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.270542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.271542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.272542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.273542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.274542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.275542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.276542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.277542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.278542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.279542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.280542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.281542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.282542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.283542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.284542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.285542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.286542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.287542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.288542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.289542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.290542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.291542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.292542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.293542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.294542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.295542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.296542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.297542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.298542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.299542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.300542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.301542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.302542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.303542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.304542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.305542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.306542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.307542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.308542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.309542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.310542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.311542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.312542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.313542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.314542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.315542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.316542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.317542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.318542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.319542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.320542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.321542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.322542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.323542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.324542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.325542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.326542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.327542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.328542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.329542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.330542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.331542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.332542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.333542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.334542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.335542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.336542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.337542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.338542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.339542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.340542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.341542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.342542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.343542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.344542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.345542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.346542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.347542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.348542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.349542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.350542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.351542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.352542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.353542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.354542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.355542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.356542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.357542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.358542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.359542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.360542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.361542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.362542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.363542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.364542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.365542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.366542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.367542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.368542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.369542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.370542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.371542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.372542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.373542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.374542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.375542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.376542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.377542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.378542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.379542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.380542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.381542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.382542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.383542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.384542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.385542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.386542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.387542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.388542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.389542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.390542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.391542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.392542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.393542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.394542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.395542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.396542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.397542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.398542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.399542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.400542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.401542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.402542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.403542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.404542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.405542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.406542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.407542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.408542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.409542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.410542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.411542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.412542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.413542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.414542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.415542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.416542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.417542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.418542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.419542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.420542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.421542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.422542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.423542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.424542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.425542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.426542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.427542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.428542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.429542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.430542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.431542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.432542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.433542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.434542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.435542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.436542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.437542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.438542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.439542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.440542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.441542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.442542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.443542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.444542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.445542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.446542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.447542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.448542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.449542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.450542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.451542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.452542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.453542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.454542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.455542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.456542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.457542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.458542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.459542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.460542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.461542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.462542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.463542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.464542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.465542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.466542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.467542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.468542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.469542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.470542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.471542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.472542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.473542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.474542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.475542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.476542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.477542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.478542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.479542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.480542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.481542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.482542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.483542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.484542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.485542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.486542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.487542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.488542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.489542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.490542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.491542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.492542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.493542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.494542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.495542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.496542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.497542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.498542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.499542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.500542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.501542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.502542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.503542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.504542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.505542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.506542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.507542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.508542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.509542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.510542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.511542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.512542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.513542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.514542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.515542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.516542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.517542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.518542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.519542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.520542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.521542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.522542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.523542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.524542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.525542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.526542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.527542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.528542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.529542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.530542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.531542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.532542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.533542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.534542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.535542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.536542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.537542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.538542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.539542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.540542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.541542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.542542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.543542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.544542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.545542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.546542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.547542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.548542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.549542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.550542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.551542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.552542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.553542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.554542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.555542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.556542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.557542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.558542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.559542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.560542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.561542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.562542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.563542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.564542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.565542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.566542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.567542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.568542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.569542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.570542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.571542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.572542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.573542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.574542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.575542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.576542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.577542880099285e-02	-3.300007e+00	-3.300014e+00	-3.299999e+00
3.578542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.579542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.580542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.581542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.582542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.583542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.584542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.585542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.586542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
3.587542880099285e-02	-3.300006e+00	-3.300014e+00	-3.299999e+00
3.588542880099285e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
