time	V(out_pos,out_neg)	I(R1)	I(Vcell12)	I(Vcell22)
1.296484918402673e-03	3.299632e+00	4.387108e-06	-1.654459e-03	1.376316e-07
1.306484918402673e-03	3.299632e+00	4.379457e-06	-1.653943e-03	-8.792781e-08
1.316484918402673e-03	3.299633e+00	4.371999e-06	-1.654444e-03	1.254143e-07
1.326484918402673e-03	3.299633e+00	4.364730e-06	-1.653928e-03	-9.986832e-08
1.336484918402673e-03	3.299633e+00	4.357642e-06	-1.654430e-03	1.136782e-07
1.346484918402673e-03	3.299634e+00	4.350732e-06	-1.653914e-03	-1.113352e-07
1.356484918402673e-03	3.299634e+00	4.343994e-06	-1.654416e-03	1.024082e-07
1.366484918402673e-03	3.299634e+00	4.337423e-06	-1.653901e-03	-1.223437e-07
1.376484918402673e-03	3.299634e+00	4.331013e-06	-1.654404e-03	9.158912e-08
1.386484918402673e-03	3.299635e+00	4.324762e-06	-1.653889e-03	-1.329088e-07
1.396484918402673e-03	3.299635e+00	4.318664e-06	-1.654391e-03	8.120586e-08
1.406484918402673e-03	3.299635e+00	4.312715e-06	-1.653877e-03	-1.430457e-07
1.416484918402673e-03	3.299635e+00	4.306911e-06	-1.654380e-03	7.124350e-08
1.426484918402673e-03	3.299636e+00	4.301248e-06	-1.653866e-03	-1.527691e-07
1.436484918402673e-03	3.299636e+00	4.295722e-06	-1.654369e-03	6.168729e-08
1.446484918402673e-03	3.299636e+00	4.290328e-06	-1.653855e-03	-1.620937e-07
1.456484918402673e-03	3.299636e+00	4.285065e-06	-1.654358e-03	5.252272e-08
1.466484918402673e-03	3.299636e+00	4.279928e-06	-1.653845e-03	-1.710339e-07
1.476484918402673e-03	3.299637e+00	4.274913e-06	-1.654348e-03	4.373558e-08
1.486484918402673e-03	3.299637e+00	4.270019e-06	-1.653835e-03	-1.796037e-07
1.496484918402673e-03	3.299637e+00	4.265240e-06	-1.654339e-03	3.531191e-08
1.506484918402673e-03	3.299637e+00	4.260574e-06	-1.653826e-03	-1.878169e-07
1.516484918402673e-03	3.299637e+00	4.256019e-06	-1.654330e-03	2.723810e-08
1.526484918402673e-03	3.299637e+00	4.251571e-06	-1.653817e-03	-1.956869e-07
1.536484918402673e-03	3.299638e+00	4.247228e-06	-1.654321e-03	1.950087e-08
1.546484918402673e-03	3.299638e+00	4.242987e-06	-1.653808e-03	-2.032269e-07
1.556484918402673e-03	3.299638e+00	4.238845e-06	-1.654313e-03	1.208728e-08
1.566484918402673e-03	3.299638e+00	4.234800e-06	-1.653800e-03	-2.104497e-07
1.576484918402673e-03	3.299638e+00	4.230848e-06	-1.654305e-03	4.984778e-09
1.586484918402673e-03	3.299638e+00	4.226989e-06	-1.653792e-03	-2.173675e-07
1.596484918402673e-03	3.299638e+00	4.223220e-06	-1.654298e-03	-1.818850e-09
1.606484918402673e-03	3.299638e+00	4.219538e-06	-1.653785e-03	-2.239924e-07
1.616484918402673e-03	3.299639e+00	4.215941e-06	-1.654290e-03	-8.335426e-09
1.626484918402673e-03	3.299639e+00	4.212427e-06	-1.653778e-03	-2.303361e-07
1.636484918402673e-03	3.299639e+00	4.208994e-06	-1.654283e-03	-1.457640e-08
1.646484918402673e-03	3.299639e+00	4.205640e-06	-1.653771e-03	-2.364098e-07
1.656484918402673e-03	3.299639e+00	4.202363e-06	-1.654277e-03	-2.055286e-08
1.666484918402673e-03	3.299639e+00	4.199161e-06	-1.653765e-03	-2.422244e-07
1.676484918402673e-03	3.299639e+00	4.196032e-06	-1.654271e-03	-2.627550e-08
1.686484918402673e-03	3.299639e+00	4.192975e-06	-1.653759e-03	-2.477904e-07
1.696484918402673e-03	3.299639e+00	4.189988e-06	-1.654265e-03	-3.175467e-08
1.706484918402673e-03	3.299639e+00	4.187068e-06	-1.653753e-03	-2.531180e-07
1.716484918402673e-03	3.299640e+00	4.184215e-06	-1.654259e-03	-3.700033e-08
1.726484918402673e-03	3.299639e+00	4.181427e-06	-1.653747e-03	-2.582170e-07
